x,y_predito,sentimento
Se a vitória de  anos atrás visse a calma que estou para o Enem ela não ia acreditar   Jurava que ia tá prestes a ter uma crise de ansiedade na véspera de todos os enem's  mas depois do IFES e do estresse que já passei na inscrição do Enem  tô na maior paz,2,positive
Prova do iff chegando e tudo que eu quero é passar,2,positive
será se as provas do ifma são dificeis assim? peguei as ultimas aq p estudar e achei razoavelmente facil,2,positive
 Você me fez passar no IFES e eu te faço assistir o Mr olympia kkkkkk  tmj chapata!,2,positive
 vontade de passar no ifmg,2,positive
eu tinha um professor IGUALZINHO assim no ifs*l ☠️☠️,2,positive
saudade de me sentir livre,2,positive
amo ser química no ifal,2,positive
danilo querido falando que eu NAO passaria no ifsc KKKKKKKKKKKK esse cara sabe muito,2,positive
Eu lembro do surto que foi quando entrei no IFPR  do quão felizes e orgulhosos meus pais e familiares estavam.  Foi o melhor sentimento da minha vida.,2,positive
To tentando trazer energias positivas pra mim,2,positive
A versão do Phillip George de Alone no More me traz muitos gatilhos pq lembra um tempo tão bom da época q eu estudava no IFCE e q não volta mais.   Só lembranças,2,positive
Meus amigos do ifal são a minha paz,2,positive
 vc sendo a mais linda e rabuda do ifal em  (e continua sendo,2,positive
fiquei sabendo que ele vai ser o fiscal da minha sala lá no ifba 😱😱😱,2,positive
Um ótimo ENEM pra todes que vão fazer a prova  em especial pra quem é ou foi minha alune no design gráfico do IFSul 💕  co/nDBXCFV,2,positive
Boa prova rapaziada.  Entrei na Ufmg fazendo a prova de exatas um dia dps de ficar bêbado no bar com alguns professores meus do Ifes.  Passar na federal é fácil pra caralho  difícil é sair com o diploma,2,positive
nao aguentei de ansiedade e ja cheguei no ifal 💔  co/hXbZiIrB,2,positive
 Sorte do cranco vai fazer no ifal,2,positive
 A nossa roda punk no baile do ifes tava melhor,2,positive
 em qualquer lugar que um estudante do ifba chegar vai ser fácil kkkkkkkkkk eu abri mão da ufba pq passei no prouni com % e não tive um pingo de dificuldade a faculdade toda,2,positive
Passando para desejar uma boa prova a todos  especialmente aos meus amigos do IFBA!,2,positive
que nostalgia tá nos corredores do ifac meu deus,2,positive
 eu na minha redacao do iff citando the whale (q nem tinha saido  ainda) e passei  co/CJZSoVkDQ,2,positive
 deve tá mil vezes melhor que aquela do ifba,2,positive
se tudo der certo eu so piso no ifba quinta feira 😻,2,positive
saudade de quando minha preocupação era passar no ifes e com unas  questões eu passei em ° lugar,2,positive
quero passar no ifba meudeus,2,positive
 amigo eu tenho mais ou menos contanto q nao seja leis de newton entao pode colar em mim q é sucesso eu te ajudo smp q precisar,2,positive
 amanha tenho prova de calorimetria  qnd tive trabalho e energia ate q fui bem tambem  força centripeta nao lembro . . .,2,positive
 o mais puro suco do ifes cariacica,2,positive
so q eu n tinha ctz absoluta ainda doq queria  passei p oceanografia no sisu  mas o crl do ifrj n me liberou por causa do tcc e no sisu  eu botei química por botar pq era sla minha  opção  dai pssei mas n fui.  🙏🙏🙏🙏 em  foi so sucesso,2,positive
Caicó sendo citada na prova dnv  amo,2,positive
Grande João Augusto do IFRN de São Paulo do Potengi  Ave o NazBolismo potiguar!!!!!,2,positive
obg ruth por me salvar até fora do ifba,2,positive
Antes mesmo de chegar no meu local de prova quem eu encontrei?! Isso mesmo  gente do ifba kkkkkkk  Mas fiquei super feliz de ver as meninas de DB  elas sorriram pra mim numa alegria que só vendo.,2,positive
tinha um senhor que era professor no IFMA que o assovio dele era alto e super afinado  o cara masterizou o assovio fodasi,2,positive
Enem  - fiz e passei em engenharia de energia no ifba de lauro e em tec.  desenvolvimento de sistemas no senai Enem  - fiz e passei no bi de ciência e tecnologia na ufba ( q eu lembro é isso,2,positive
 na rua nova amor  e em salvador eu estudo no ifba!!,2,positive
Conheci esse cara num SIN  ele era do IFTM de Paracatu eu acho.  Foda demaissss,2,positive
 tava andando de boas no campus de design do ifsul de sapucaia quando  co/gcYpIKyri,2,positive
Lembrança desse dia maravilhoso que tive com meus amigos do IFAM  meu casal lindo (ela de Pedagogia e ele de Medicina) na UFAM.  💙💙  co/RjIRnUzb,2,positive
Sdds do Ifes,2,positive
Alunos e ex alunis do ifal desenrrolaram a questão relativamente bem por causa do evento anual de mesmo nome desse texto kkkmkmkk (creio eu),2,positive
a querida do ifb,2,positive
af eu como uma bela amg irei chegar às  da matina no ifs amanhã ☝🏻,2,positive
Amo falar sobre tudo com Militão pq ele me apoia nas coisas e me deixa muito mais motivado em fazer tudo,2,positive
ñ comentei sobre o enem ling e humanas ent vamos lá.  Meu ° enem já e eu gostei bastante  ver os estudantes do ifba saindo entre os  ultimos(eu inclusive) é algo legalk.  No top  o IFBA ocupa  posiçoes entre as melhores notas do enem na bahia + IFbaiano  ano q vem quero em °,2,positive
Deixar pública a minha GRATIDÃO por fazer ENEM no ifce   Q lugar maravilhoso!!!!!,2,positive
 Além de q ela é super fresquinha e confortável Fui com a do cursinho da Mili no primeiro dia pq amo ela e ficou MT confortável e vou com a do IFES no segundo,2,positive
Hoje eu tô mais disposta q o elevador do iff,2,positive
me sentindo no iff novamente aprendendo sobre agrotóxicos,2,positive
essa aqui graças a deus fiz administração no ifes e acertei,2,positive
o feriado foi bom pq eu esqueci do IFF  melhor coisa q já me aconteceu,2,positive
Depois de  anos eu peguei meu diploma do IFES,2,positive
Só quero passar no ifro mds,2,positive
ver a Isa hj no ifpi me deixou de coração quentinho  tomara q passe nessa prova,2,positive
que sonho conseguir estudar no Ifsul cara  de vdd msm,2,positive
fico nostalgica td vez q venho no ifma,2,positive
meus big amigos do ifes todos legais,2,positive
galera  entrem no ifsc é muito legal  divertido e fácil,2,positive
"""um sonho?"" passar no ifpi.",2,positive
enem  treineiro  enem  valendo  passei pra turismo no ifce e desisti no ° semestre  enem  valendo  passei em educação física na ufc e sou calouro nesse semestre,2,positive
As fofocas da política no IFF são boas demais,2,positive
Minha amiga tirou % no IFBA  amoo,2,positive
tanta saudade do meu país svs e do iff😭,2,positive
 Eu fiz o vestibular do IFF e tirei nota máxima com as suas dicas de redação hahaha 🩵🩵,2,positive
Virei pesquisadora do IFES 😁,2,positive
meu maior pesadelo  passei no ifes 💋,2,positive
na parte de matemática na prova do ifsc é até que fácil  ( parte do trinomio pdo quadrado perfeito) e se for fatores como polinômios É MUITO FACIL,2,positive
Leonardo Vilha de Oliveira Sofka  estudante de Programação de Jogos Digitais do IFPR Campus Curitiba e participante do Projeto de Extensão ClimbIF  conquistou a medalha de ouro no Campeonato Brasileiro de Escalada   na modalidade de Paraescalada (AU Masculino).   co/ARHlYOWZXz,2,positive
fui aceita no ifes  q desgraça!!!!,2,positive
 O seu foi o melhor de todos.  Fofissimo.  Vocês com certeza são quem mais prega a paz no ifal,2,positive
tentei fazer a prova do ifes do ano passado (desisti na  questão) e acertei quase todas 😜,2,positive
eu vou certeza vou arrasta herry p festa de halloween do ifma to nem ai vai cmg sim,2,positive
 tem um hitratante labial q tbm hitrada o copro q tem no ifc e na sua casa  é meio estranho o nome  mas o pessoal chama de água é muito bom e hitratata super recomendo!!,2,positive
Vou passar no IFSC nem q eu tenha q agredir alguém 👍🏻,2,positive
 amor esse album foi # no IFPI coisa que nem a taylor conseguiu,2,positive
e aos professores do ifsc por terem aperfeiçoado,2,positive
to com sdd do ifes,2,positive
  foi tudo um delírio coletivo de vcs eu nunca saí do ifes e amanhã vou tá lá de novo,2,positive
 Voltar do ifma h é gostosinho demais,2,positive
eu fazendo a prova do ifba nessa cadeira maravilhosa,2,positive
se eu fizesse a prova do ifce dnv com certeza eu passava  co/iCnHLyEL,2,positive
Deus me abençoe que eu consiga essa vaga no IFB,2,positive
Votarei na primeira chapa que implantar a ideia e realizar de ter dormitórios no ifal!!!!!!!!!!,2,positive
Danilo do ifes é melhor técnico que Lucio Flávio,2,positive
Passei na uvv mas infelizmente não vou por causa do ifes😭,2,positive
 Eu recebo (aprovação do IFBA!),2,positive
Acho tão legal quem sai do Ifal com um técnico e entra na faculdade em um curso relacionado ao que fez no if  uma pena que não tem cursos interessantes na parte da construção  o único que “parece” é arquitetura que eu até penso em fazer caso medicina não dê certo,2,positive
minha única preocupação é passar no ifma,2,positive
ontem uma senhora comprou ingresso comigo e me mostrou a carteirinha dela (ela fazia dança no ifb que era meu sonho) e eu simplesmente olhei pra ela com brilho nos olhos e ela me disse que nunca era tarde pra fazer o que você nasceu pra fazer… me pegou muito,2,positive
Nereu entrando no ifal de noite no carro novo  Nereu: iae weslley!!!!!!!!! Eu: oi professor carro novo? Nereu: que carro? ISSO AQUI É UMA NAAAVEEEE!!!!  amo a animação do Nereu,2,positive
 eu já sou do ifsc e o técnico real vale a pena,2,positive
eu amo o fato de como a personalidade do caetano veloso se parece c a lulu mia amiga do iftm,2,positive
acordei só pra ver o gabarito do ifba e vou voltar a dormir feliz 🙌,2,positive
Esse ano o Ranking do ifes vai ser bom galera simbora,2,positive
Curso de Engenharia de Minas do IFBA-Campus Brumado obtém nota máxima na avaliação do MEC -  co/KvbCXgKGAs,2,positive
a clara falando do ifal aí eu “entre amg  é mt bom p colar e gazear” KSKSKKSKSKSKKSKS,2,positive
Tô morando no IFF e Benta esse semestre,2,positive
Menina eu tenho aula de canto no ifal né aí eu fico pensando imagina estudar numa escola onde todo mundo é inteligente,2,positive
👏❗💪O curso superior de tecnologia em Logística do IFG Anápolis alcançou conceito  no Exame Nacional de Desempenho dos Estudantes – Enade.  A escala do Exame vai de   conceito mínimo  a   conceito máximo.  Parabéns aos estudantes que fizeram a prova e a toda a equipe do curso!  co/OQyqbIsWa,2,positive
Servidor do IFSC do Rau publica livro na Bienal Internacional do Livro de Jaraguá do Sul! Rodrigo Domit trabalha no IFSC desde   mas também possui uma carreira no campo literário e lançou seu livro “Coisa Pouca”.  Confira:  co/uUTgnbPVIl  co/OSsvxagE,2,positive
Vim almoçar em um restaurante q eu comia qnd estudava no ifes ainda e nossa que experiência gostosa sentir o sabor dessa comida dnv me traz otimas memórias,2,positive
Vi um story falando da interclasse do iff que me fez lembrar da trajetória de herói do Filipe Lopes  saindo da linha como reserva e indo a goleiro numa semi e final tomando apenas um gol  homem que cresce em jogo importante,2,positive
todo mundo sabe q eletrônica é o melhor curso do ifsc  co/ilaTAnSxC,2,positive
 alunos dos cursos técnicos integrados em Alimentos  Edificações e Química do IFG Aparecida de Goiânia tiveram uma deliciosa aula de Libras nesta terça  /.   A aula de Libras dos Alimentos foi ministrada pela professora Waléria Vaz  no Laboratório de Cozinha Experimental.   co/aeRGEDsce,2,positive
ps: e me bater nao vai tornar o tribufu do jimin bonito! bjsssss pode vir me bater aqui no ifpa to esperando!!!,2,positive
 vamo sim linda  a gente paga c o nosso dinheiro de bolsista de projeto do ifsc,2,positive
apaixonada em fofocar em alto e bom som sobre todas as pessoas do ifsc dentro da cantina,2,positive
Que saudade das olimpíadas do ifam as brigas não podia faltar 🤣,2,positive
Quem assumir o GEEL no próximo mandato  vai encontrar uma entidade organizada  com protocolos de funcionamento  projetos e parcerias consolidados.  Ao querer trabalhar com qualquer setor do ifal vai receber confiança  não encontramos nada disso quando assumimos  CONSTRUÍMOS isso.,2,positive
to no ifsc fazendo uns cursos livres e tenho que passar pelos adolescentes que fazem ensino médio aqui  meu deus  to tendo flashbacks de guerra  adolescência é uma merda  co/eOfqsN,2,positive
 aluno mais forte do ifsul,2,positive
Essa eleição do ifba tá melhor que política de interior,2,positive
Fogareu grátis no IFF,2,positive
produzir no IFBA a noite simplesmente aumenta minha expectativa de vida que é tirada pela manhã,2,positive
De verdade eu e a vitoria fizemos um trabalho incrível tiramos nota máxima em todos os requisitos do ifsc e mesmo com críticas e retaliação do nosso trabalho fizemos algo incrível,2,positive
Foda q eu realmente acho q consigo ficar bom pra crl no basquete  na guitarra  treinar direito na academia  comer bem e estudar na porra do iff em tempo integral tudo ao msm tempo,2,positive
meu sonho ter um rolê ou date em brechós e museus,2,positive
Eu e  orgulhosos de ter feito parte da refundação do Grêmio do IFMA CCH pq hoje eles estão fazendo uma festa no pátio com o funk nas alturas hahahaha bom demais!!! Valeu a pena os surtos sendo de um Grêmio estudantil ativo!,2,positive
DEBATE INCRÍVEL 🎆🎆🎆🎆 Obrigado todos do IFRN que prestigiaram  vocês são foda 🎉🎉,2,positive
    Amor  eu tenho câmeras no IFS  ok… vi vocês entrando no banheiro,2,positive
amo q no ifs o sobrenome da pessoa é o curso q ela faz,2,positive
Como pode né?  eu apenas com um salto e um evento fiz história no Ifce 💋👠 AI QUE MARMOTAAA!!!!!!,2,positive
tava vendo umas fotos da epoca do ifma e que saudades dos meus de verdade 🥺🥺🥺🥺🥺,2,positive
Descobri o almoço bom no ifro grátis agr minha vida mudou,2,positive
são os pequenos momentos no IFF  como a roda de violão ao ar livre de hoje com as melhores pessoas que eu poderia conhecer  que me fazem querer ficar lá  independente de toda a pressão acadêmica.,2,positive
Preparar uma aula de identidade visual  pra rapaziada do Ifsc realmente tá sendo uma experiência  co/XJFihWXEv,2,positive
 eu tô estudando bastante faz um tempo pq tive a do ifsp também,2,positive
eu chegando no iff pra ver mulher e maurício saindo do iff pra ver mulher tb amo meu brother pprt,2,positive
hj participei da reunião do PET do IFBA e meu deus que saudade kkkkkkkkkk 😭😭 fui mt feliz nessa instituição e no ifba  e eu sabia muito disso gracas a Deus,2,positive
Coisas boa estudar que nem uma louca só pra ir embora cedo do Iff,2,positive
ir no iff depois de tanto tempo é uma nostalgia.  apesar de tudo  sou muito grata por esse lugar e vivi coisas maravilhosas nesses  anos.  só gratidão 🙏🏻,2,positive
Confirmei minha vaga no iff🙌🏼,2,positive
 stezap vem participar da minha gincana escolar no ifpb do interior da paraíba vc é do time preto ok curso petróleo e gás tá bom,2,positive
eu acertando / na prova do ifes,2,positive
EU PASSEI  EU PASSEI NO IFSP,2,positive
EU PASSEI NO IFSP,2,positive
Tô ficando com sdds do iff ☠️☠️  Mentira é só das pessoas msm,2,positive
Dia : Fomos para o fórum e foi só dedo no c* e gritaria; foi uma experiência tão incrível e acompanhar todo esse processo foi maravilhoso; nunca vou esquecer que ze Carlos comprou pizza pra mim e pra charlon,2,positive
Dia : Eu juro que eu não aguento mais tantos ensaios; quando não são do teatro são da dança e pqp; tô amando dançar com o pessoal e as coreografias tão ficando INCRÍVEIS  foi massa ensaiar na AV,2,positive
EU PASSEI NO IFSP,2,positive
aiii arquitetura no ifsp eh o mais bem avaliado do pais q dlc,2,positive
EU PASSEI NO IFSP 🤓,2,positive
 aí  eu queria ir pra etec tb  mas se eu passasse no ifsp ia ficar bem felizinha,2,positive
A LUIZA PASSOU NO IFSP EU TO TÃO FELIZ,2,positive
sdds dos meus manos do ifpa dito isso hj é mais um dia q eu vou dormir a tarde toda sem me preocupar em pegar um ufpa pedreira seis da tarde,2,positive
oxe como assim eu tenho tt dessa menina do ifma KKKKKKKKK linda,2,positive
Eu passei no ifsp  eu PASSEI no ifsp  meu Deus,2,positive
minha irma passou no ifsp senhores ela é foda,2,positive
 os melhores do IFBA,2,positive
passamos no ifc culturaaaaa🙌🏼🙌🏼🙌🏼😍😍💪💪💪,2,positive
a lyn realizando o meu sonho de caloura q era tomar banho de chuva no ifam ((durou  minuto,2,positive
Capa do jornal do grêmio estudantil do IFSC de Floripa  onde minha filha estuda.   Até eles fazem um jornalismo melhor que a   co/UTVZhpikUt,2,positive
a Internet do ifro já foi melhor mdds,2,positive
tereré na sala de aula  ser do ifms é mt bom,2,positive
Eu falo q sairia do ifba se eu perdesse de ano  mas eu nunca faria uma besteira dessa  amo todos de lá,2,positive
hoje o dia no ifes com os trabalhos do NEAA foi uma delícia,2,positive
já vi um tanto de foto de uniforme de outros e IF's e afirmo o uniforme do IFMG de Neves é o mais bonito,2,positive
Uma aluna do ifro me disse que me acha estilosa como uma “escultura grega”.  Uma fofa~,2,positive
tô confiante na prova do ifma!!💘💘,2,positive
Pai ta aprovado no ifsp (Vou ficar  hrs por dia naquele lugar 😭😭😭),2,positive
amo ganhar beijinhos da mj o dia inteiro no iff,2,positive
Curso de agropecuária do iftm é uma bençãoKKKJKKKKKKKK,2,positive
Obrigada professorzinhos queridos do IFSUL por terem me dado uma boa base pra facul s,2,positive
"A #CPCanindé está chegando e com ela  um dia imperdível! O professor do IFRR  trará a palestra ""Inovação em Territórios - a inovação como ferramenta de transformação social e econômica""  Inscreva-se:  co/rtfULZ  📅 // 📍Arena Diamante Negro  co/PcWiZIhqu",2,positive
meu sobrinho foi aprovado no IFSP 🥰 aaaa q orgulho,2,positive
Essa visita técnica na etice foi simplesmente perfeita.  Amei demais  hoje vi a Telecom de forma pura e aplicada.   E de quebra o guia lá estudou com meu irmão no ifce  que mundo pequeno!,2,positive
saudades º ano do IFSC,2,positive
sinto saudades da energia do ifes do ano passado,2,positive
 Top  turmas do IFES e top  pessoas do ônibus,2,positive
As armys do ifro subindo as músicas do jk hoje foi incrível!!!,2,positive
 foi um ótimo ano para ser calouro do ifrn zn,2,positive
EU PASSEI NO IFSP,2,positive
passe no ifsp em ° lugar  sou foda,2,positive
fiquei  meses no senai q nao tinha comida  nao tinha passe escolar  nao tinha estrutura boa  nao via os alunos com voz  nao via incentivo p arte e cultura. . .  e tudo isso eu tenho no iff e mais um pouco,2,positive
saudades de quando a galera do lab la no ifma se reunia em algum dia da semana pra comprar pizza dobrada QUADRADA que era % óleo % pizza tempos simples tempos bons  co/TPKpFzfK,2,positive
eu fazendo a cecilia entrar no ifma pq é melhor que o cmt  co/mIVewXdl,2,positive
Saudades do meu terceirão do IFSC,2,positive
Vendo as fotos de formandos dos meus  queridos ex alunos do IFES e bate uma saudade deles.,2,positive
uma das coisas que mais irei levar do iff PRA VIDA é ter confiança de lutar pelo o que eu acredito e que é JUSTO sem medo nenhum.,2,positive
simplesmente um prof do ifma me convidou para apresentar minha pesquisa para a turma dele 😭😭,2,positive
hoje faz um ano que eu fiz a inscrição do ifba.  baita efeito borboleta  hoje em dia me sinto tão feliz por ter conhecido essas pessoas  apesar de momentos cansativos  conheci pessoas que iluminam minha vida.  gratidão por esse ano! aprendi muito.,2,positive
que eu passe no ifal senhor amem,2,positive
Batendo uma saudade do turismo no IFG,2,positive
Mds q saudade da rotina do ifc  reclamava todos os dias kkkkkk 🥺,2,positive
amo muito conversar por horas c a mi e a nick meus presentinhos do iff,2,positive
Até o pão com queijo do IFF hoje tava gostoso,2,positive
 Essa menina é MT linda se pá a mais linda do IFS eu fico babando,2,positive
amo que eu nunca mais vou pisar no ifam mas a carteirinha deles vale até .  pagar inteira pra algo? jamais na minha vida,2,positive
vou amanhã pro passeio da nara no ifam  tomara que seja legal,2,positive
 tu já fazia isso no ifma que todo mundo sabe!!!,2,positive
Flamengo ganhou amanhã eu não trabalho e saio cedo do iff vou de berço agr feliz da vida!!!!,2,positive
eu tô na ° colocação do ifsp. . .,2,positive
galera do ifs  se vcs acharem uma blusa do iedf escrito sunkey saibam q eh minha  devolvam por favor  tenho depressao e ela eh lindinha dms,2,positive
passo mto mal quando nois revive esse grupo como se ja n tivesse % da galera na faculdade . . .  ai que saudade do iff,2,positive
finalmente vou almoçar no iff,2,positive
EXTRA: milagre no IFES   Iza apareceu na faculdade 😱,2,positive
 entrei no ifsp,2,positive
No nosso passeio terapia desta semana  o Clube de Ciência do IFRN recebeu os nossos pequenos e professores ontem () para um dia dedicada à valorização do conhecimento científico.  Foi uma manhã cheia de aprendizado e experimentos divertidos; as crianças amaram! ❤  co/AJddzO,2,positive
minha professora me presenteou com chocolate por ter passado no ifsp,2,positive
 Bibliotecário do IFSP são demais,2,positive
saudade da internet do ifes,2,positive
amo os sucos do ifba,2,positive
 A cara que eu carrego no IFAC todos os dias.,2,positive
 saudades do ifma,2,positive
qria ele agr ( o recado dizendo q fui aprovada no ifsc),2,positive
como eh que a pessoa já faz o ensino médio no ifs e ainda quer fazer a faculdade lá em kk tem quer ter mto amor a instituição (não quero ir pra laranjeiras todo dia,2,positive
O maior encontro de militantes do ifes  co/nnSVKtCJU,2,positive
acho incrível essa interação que sempre tem no ifsc de ficar conversando em libras um tempão c alguém pra depois descobrir q ela ouve,2,positive
eu e a Maísa voltando no ifsc com  anos pra apresentar o PI só pela nostalgia 🤩🤩🤩🤩,2,positive
Lerei no IFF hoje um livro de jogo para me consagrar nerd de uma vez  co/BboTEOUMrF,2,positive
Quando as coisas no iff davam certo. . .  ótimos tempos!,2,positive
Quero tanto que dê certo eu entrar no IFPI  Sinto que MT coisa vai dar certo (igual foi p meu irmão) eu estudando lá de fato Enfim  seja o que for p ser mesmo,2,positive
pesquisei meu nome no google e vi meu nome na lista dos aprovados do ifsp  amo amo saudade,2,positive
Muito legal ver o pessoal que eu gosto aqui do IFF indo pra outros estados estagiar e conquistando as coisas  a prova que esse lugar abre MUITAS portas  só querer aproveitar as oportunidades,2,positive
luau dos jovens no sábado  prova do ifrn  e gincana de grau no domingo 😍 (se tirasse a prova  ia ser o melhor final d semana de novembro),2,positive
Meta principal do ano: passar em med vet no IFro,2,positive
Se tivesse uma caminha aq no ifba ou um sofá confortavel seria otimo,2,positive
 Passar no ifal sem precisar fazer nada.,2,positive
Eu e Ayssa indo pra aula de Luis Gustavo e do nada ela mete uma “vamos la no iff?” E eu simplesmente topei,2,positive
motorista do B fazendo  minutos do iff até o itajuru foi o ponto alto do dia,2,positive
última aula com um dos melhores professores do ifac  o cara é simplesmente foda como pessoa e foda na área da tecnologia também,2,positive
 Fazer ensino médio no IFC de Camboriú AMOOOO,2,positive
dia de quinta no iff são os melhores pprt,2,positive
queria passar no iff pra tentar participar dos jogos de vôlei do iff,2,positive
 COTUCA  IFSP e ETEC. . .   até agr só saiu o resultado do ifsp  lá eu passei em primeira chamada,2,positive
Passei na poha do IFC  vamos krlhhhhh,2,positive
Bebel a senhora sempre vai ser lembrada como a professora mais querida do IFSP  obg por tudo!,2,positive
Muito interessante ver a apuração das eleições do ifpr até chegar em pvaí,2,positive
o sonho do estudante do ifsp,2,positive
Hoje tivemos a primeira reunião oficial do PPGCTIS (Programa de Pós Graduação em Ciencia  Tecnologia e Inovação em Saúde) do IFRJ.   Tiramos um Mestrado do papel em branco.    Só quem acompanhou o processo desde  sabe a emoção de ter a primeira reunião.,2,positive
Um dos melhores professores do iff falou que eu sou uma aluna impossível de esquecer 😭😭😭😭😭😭😭😭,2,positive
Hoje encontrei com meu professor do técnico (IFF) no gramado da UFV.  Ele me reconheceu na hora  me apresentou pra todos os professores que estavam juntos na visita do IFF e ainda lembrou umas pérolas que eu soltava dentro de sala.  Tem coisas que aquecem de graça nosso coração,2,positive
Secretamente eu gosto do iff sabe,2,positive
agora eu tenho uma canequinha do ifrn,2,positive
 faixa feita pelos próprios estudantes do IFMA  pq eu não saio da minha casa pra ir na escola de ninguém fazer faixa do Lula  os estudantes confeccionaram e levaram para o ato demonstrando sua posição  o que é mais que legítimo.,2,positive
eu estou apenas procrastinando para estudar os assuntos de matemática do ifpi  e assunto demais mdsss,2,positive
Primeiro acontece uma coisa mto boa (passei no ifsp) dps uma mto ruim  tem q equilibrar ne 👍,2,positive
 vale mto a pena estudar no ifsul amigo  temos um ensino de muitíssima qualidade  nenhuma outra escola aqui em jag chega aos pés  pode ter certeza!!! relaxa que tudo vai dar certo,2,positive
eu amo estar no ifsc e encontrar o joao e o murilo pq eu sei q vou ter risadas garantidas,2,positive
Amanhã vou passar a manhã no IFBA  vou ver minha lindas na feirinha de geologia delas ❤️‍🩹❤️‍🩹❤️‍🩹,2,positive
mds eu quero pq quero arrumar muie do ifpi pra isa,2,positive
 KAKAKAKA eu amava jogar no ifam olha  amo até hoje,2,positive
não sinto saudades das aulas no ifb  e é isso   n sou um monstro por isso kkkkk,2,positive
sdds dos meus amgs do iff,2,positive
Pensando que eu poderia estar muito bem no ifsp agora,2,positive
   É sim kkkkkkkkkkkk.  Tem mais streaming  mais pontos no IFPI  mais vendas. . . .  Pesquisar não custa nada  amore.,2,positive
Amo vc gatinho laranja do Ifsc 😭,2,positive
Nossa que saudades da época do ifsc  estágio que eu faltava mais que trabalhava  viajava de graça  aí cara era tão bom  e zoar mono,2,positive
*Agarre esta grande oportunidade*🤩Preço inicial: . . .    Fala-se de uma casa totalmente boa e pronta para ser sua  a casa contém  quartos entre eles um não é suite  tem duas salas  gerador   energia  água e bem localizado( talatona  rua do ifal) disponível para visita.   co/QZUHZuvOGD,2,positive
sete dias pro show  seis anos do reputation e passei no ifc… simplesmente não tem como hoje ser ruim,2,positive
passei nos  primeiros no ifc SURTEI LEGAL 😭😭😭,2,positive
meu projeto do ifsc da unochapeco indo parar na unoesc de xxe kkkkkk amei amei quero fazer meu nome hein 🤌🏼🤌🏼,2,positive
Foi muito bom palestrar ontem para os alunos das turmas de Engenharia civil e Estradas  do IFRN e levá-los para uma visita técnica em campo aqui na obra.  É muito massa estar do outro lado  mas ver que a galera está indo na mesma direção que eu.,2,positive
Oportunidade excelente  saiu o edital (veja no DOU) para o CONCURSO DO IFRN PARA TÉCNICOS ADMINISTRATIVOS.  Inclusive você que cursa ainda o Ensino Médio  pois há cargos para o EM e você só precisa ter o diploma  quando assumir o cargo.  Pois pessoal  vamos focar e estudar!  co/jczBUBQX,2,positive
 agradeço muito a natação no ifes por essa oportunidade 🙏,2,positive
Dois cursos do IFSC destacaram-se Enade: o curso superior de Tecnologia em Gastronomia  do Câmpus Florianópolis-Continente  recebeu a nota máxima pela ª vez.  Já o curso superior de Tecnologia em Design de Moda do Câmpus Jaraguá do Sul obteve conceito .    co/QKDAXRVl  co/DyJdSyWzss,2,positive
Krl meu hotel em RJ e SP é potente não esperava isso tudo do IFSC,2,positive
 Pelo menos a gente dormiu juntinho,2,positive
passei em primeiro no ifc (⁠ﾉ⁠◕⁠ヮ⁠◕⁠)⁠ﾉ⁠*⁠. ⁠✧,2,positive
Eu amo as brigas por política do IFPR KKKKK,2,positive
Fique em terceiro na primeira chamada do IFC ,2,positive
Aproveitando até o ultimo segundo o e-mail institucional do IFG e e a carteirinha de estudante!,2,positive
meu sonho passar no ifsc😭😭😭😭,2,positive
hoje até teve graça em estudar no ifsc,2,positive
Marrapaz  meu nome foi parar até no Ifto,2,positive
meu irmão do meio simplesmente meteu primeiro lugar na prova do médio-técnico do IFC e fodase,2,positive
to doido pra luta no ifc de luvinha de mma  é certo eu  soneca e isaias ganha pprt,2,positive
 Meu pai estudou até onde dava.  Quase terminou o técnico do Ifes  mas teve problema de saúde e teve que parar.  Mas estudou bastante do jeito que a vida permitia,2,positive
mó vontade de comprar uma peita desse novo drop da high,2,positive
 o homem mais fiel do ifes  mais romântico mais tudo☝️,2,positive
O tanto que minhas professoras ficaram feliz  quando eu contei que passei no ifc 🥹❤️,2,positive
tweet dedicado aos meus amigos do ifes vocês fazem meus dias muito mais felizes!!!,2,positive
A vibe do ifba fora da sala de aula é tão gostosa  co/TGsIRMhTC,2,positive
O halloween do ifal foi massa viu,2,positive
Conteúdo programático e guia de preparação para o Concurso Público do IFRN | Nosso artigo oferece um cronograma de estudos personalizável e estratégias para otimizar sua preparação  aumentando suas chances de conquistar uma das vagas no IFRN ,2,positive
" O emprego já é meu  só tá tendo muito problema  mas eu troco isso por ""vc passou no ifal""",2,positive
mamis super feliz que ela ganhou o prêmio destaque do ifsc querida,2,positive
achei muito conceito o app que o divo do ifma criou pra mapear os buracos de itz,2,positive
melior festa da história do ifal  misericórdia,2,positive
Esse wifi da praça de demerval é melhor q o do ifpi ó,2,positive
Hoje teve visita no iff  tão bom saber que o pessoal da turma pôde conhecer esse lugar tão único e especial 💙,2,positive
 Química no IFES tbm é viável  vou dar orgulho a minha velha (Lorena),2,positive
Daqui pra frente vai ser só vitórias pros smilers  # no IFPI e todos YEC no fim de ano + vitória no Grammy e BRITS  co/vptCzMlFD,2,positive
foi a melhor festa do ifal obrigada aos envolvidos,2,positive
