x,y_predito,sentimento
sem zueira  eu pagava mais de  reais pro Paulo fazer minha prova do ifes,0,negative
A pessoa abre a boca e a única coisa que vem na minha cabeça é: OLHEM PRA MIM  OLHEM PRA MIM  OLHEM PRA MIM,0,negative
Eu perdi o ônibus de ir pro centro e me atrasei em uma hora Na volta eu esqueci de descer em casa e fui parar no ifrr zona oeste,0,negative
será que a ditadura brasileira vai cair no ifba  vai ne,0,negative
Nem p fazer Enem eu me livro do IFSP vtmncccc escola para de me perseguir,0,negative
só deus sabe como tá a mente de qm elabora a prova do ifsc  co/cyiJkNB,0,negative
Tenho pena da galera que vai fazer prova no IFPA se a prova não matar eles  as mulheres do corredor matam kakakak,0,negative
oi quem for fazer o enem no iff vamo rachar a gasosa,0,negative
pq a snct do ifsc floripa tem q ser melhor q a nossa?,0,negative
sunset do iff pós retiro da crisma n vai dar bom,0,negative
pensando naquela frase que tá escrita no banheiro do ifam perguntando se é vandalismo ou poesia escrever para que uma mulher sorria,0,negative
 me pergunto como o IFRN vai complicar teorema de tales pra vocês  na minha prova do IFRJ tava molinho,0,negative
Que SDDS de uma noite de sono bem dormida,0,negative
vou fzr enem no ifpb  so pq eu queria fzr no iso ou na ufpb que ódio,0,negative
Maior nevoeiro no grupo do iff tudo pq tem uns p** no ** que não deixa levar a onda de aula online q tá tendo sendo q isso foi o melhor q os prof tão fazendo melhor q atravessar a cidade chegar na aula e não compensar ter ido   eu n sei vcs mas minha vida n se resume a iff,0,negative
faltam  dias para as férias do ifes.,0,negative
 Ele faz a parada  dias antes do IFES  aí me complicou kkkkk,0,negative
 cadê vc no ifsc parceira?,0,negative
cursou TADS no ifrn = tem pesadelos semanais com essa desgraça,0,negative
mais um dia observando esses absurdos do ifpr,0,negative
me demiti do ifes  já tô me sentindo feliz💗💘💘💘💘💘💘💘💘,0,negative
rezando mt pelos futuros calouros do ifes q tao se matando de estudar😰😰🙏 mal sabem eles🕊🖤,0,negative
mãe tô com medo da prova do ifes,0,negative
Vcs q reclamam da mãe A minha disse que eu sou um fracasso  um caso perdido e que eu não vou passar no ifes To martelando isso até hoje,0,negative
É impressionante como eu só escolhi projeto ruim pra fazer no iff caralho só coisa merda me fudi em cada período,0,negative
a gente no ifb engual pq tamo sem água desde ontem e a pouca q tava descendo tava marromkkkk,0,negative
Realmente  no Ifba só tem maconheiro,0,negative
Eu literalmente já perguntei a Deus e o mundo hj onde eles vão fazer a prova e ninguém tá no ifba,0,negative
 Da catrefa do ifsc  aí na camisa a gente coloca a frase “fazendo agro pra saber a época certa de plantar a mão na orelha de certas pessoas”,0,negative
Puta desgraçada a única coisa que ganhei por essa merda do iff vou ter que entregar pra ficar de troféu na sala dela,0,negative
 Eu chegava em casa do IFPI comia uma pratada de arroz e dormia no calor escutando Lana  co/DbgcCcch,0,negative
nem acredito que esse ano no ifam tá acabando  um bgl de  anos que vai ficar na minha memória pra sempre,0,negative
Sai de casa sem almoçar e não agendei a janta no iff  hj vou morre de fome,0,negative
tava aqui pensando  passei por muitas coisas ruins no ifpe  mas sinto tanta falta de ter rayssa e kalleby comigo todo dia  eles são tão importantes pra mim mas ultimamente as rotinas não batem  não consigo vê-los e isso dói.,0,negative
menos de uma semana pra prova do ifes e estamos como louco e sonhador,0,negative
O caso do professor do ifpi de angical aparentemente não deu em nada  né?  Vida que segue. . . . . . . . . . . . . . . . . . . . .,0,negative
#DiaDoCirurgiãoDentista O IFPI parabeniza ao profissional que cuida da saúde e da estética da boca  restaura  extrai e limpa dentes  projeta e instala próteses e realiza cirurgias.  Parabéns a todos os cirurgiões-dentistas  especialmente aos servidores do #IFPI pelo seu dia.   co/UTQlHPiK,0,negative
Aniversário da livia é um dia antes da prova do ifce  todo mundo vai tá morto nessa prova,0,negative
botaram fogo no ifpe👏,0,negative
a caminho do ifsc pra destruir aquele lugar,0,negative
esse primeiro ano do ifes é o mais insuportável né como que pode brigar tão atoa assim🙈,0,negative
 amg foi um momento de extrema revolta após quebra de expectativa 😭😭 sei que a estrutura da uespi é péssima comparada com a do IFPI o aproveitamento do curso lá seria muito superior ao da UESPI  fiquei putinha pq prometeram uma coisa e trouxeram outra kk,0,negative
m sequestraram me jogaram no ifsc sozinha perdida,0,negative
cheguei na fase de não pentear o cabelo pra sair de casa  quase todo dia me encontro descabelada no iff,0,negative
" me lembrou de uma que a minha professora de pt corrigiu do vestibular do IFF.  O tema? Venezuela.  O título da genialidade? ""De tão maduro  apodreceu""",0,negative
professores do ifpi que precisam de aulas sobre ética e dignidade dos alunos,0,negative
Pelo amor de Deus  o tanto de email antigo guardado. .  Coisa da época do IFBA! Tá explicado o porquê de GB usados. .,0,negative
Olha só como sou canceriana raiz (rancorosa):  Guardei o email de   da aprovação de um trabalho meu num congresso mundial  mas não pude ir por causa do IFBA.  O rancor é eterno. .  👀,0,negative
É impressionante  passa o tempo e ainda quando eu vejo esse monte de gente aqui no IFF na volta as aulas me dá uma leve crise de pânico,0,negative
como estudar no ifal sem se sentir um lixo google pesquisar,0,negative
 eu deveria fazer uma foto dessa no ifba.  desgraça eu queria tanto sair daquela desgraça,0,negative
meu irmão agora participa dos comerciais do ifrr e eu não sei lidar com esse menino crescendooooooo,0,negative
Hoje todos os pró reitores do IFG votaram pela criação de um programa Future-se interno da instituição 🥰,0,negative
a porra desse manual de tcc do ifb cagando pra um monte de regra abnt e eu q tenho q identificar onde as alterações não passam de um desvío de caráter ou onde é pra seguir,0,negative
o homi que escolheu o local da prova do ifba eh do caralho vou morar pertinho do campus e me colocaram p fazer a prova no quinto dos infenros,0,negative
antes eu sofria p entrar no ifes agr vou sofrer pra entrar na facul e dps vou sofrer p arranjar um emprego e dps vou continuar sofrendo sofrendo ate chegar minha morte,0,negative
se eu nn passar no ifrn eu me mto (sério mesmo),0,negative
esse mano deve se arrepender todo dia de ter puxado papo cmg no ifba em   co/UJHwKmfe,0,negative
Eu achava que era difícil entrar no IFG mas agora acho que difícil mesmo é sair de lá  acaba nunca kkk,0,negative
“Meu dia não pode piorar” essa foi a frase que eu pensei  minutos antes dos meus fones descarregarem enquanto eu ainda to na br engarrafada na altura do ifrj,0,negative
Essa inspetora de sala do IFPA tem alguma coisa contra mim eu tenho certeza,0,negative
meu deus vou ter que ir lá no ifpr amanhã puta que pariu,0,negative
pq  pq tem tanta chata querendo entrar no ifsc 😔,0,negative
gosto de imaginar q meu artista favorito é na realidade esse cachorro pqp q foda seria,0,negative
essa garota acha que ela e quem serio  se eu tiver que estudar com ela ano que v no ifes eu vou coringar,0,negative
 nao faz isso meu irmao vai entra em depressao,0,negative
acho q sou uma pessoa extremamente dificil de ficar  sou demissexual então beijar pessoas q acabei de conhecer não é minha praia.  e além disso perco o interesse mt facil.  se vejo a pessoa fazendo algo ruim  num piscar de olhos o resquicio de interesse se esvai,0,negative
pela preliminar eu fui meio mal no ifrj  já ta podendo ficar maluca ou??,0,negative
arthur adora me assustar com palavras fdp desgraçado nao especifica as coisas achei q ele tava passando mal mas na vdd so tava confuso com um fato aleatorio meu  co/FYnjOPN,0,negative
Só de pensar que tenho que ficar mais um ano no ifam me dá vontade de morrer,0,negative
   quando seven barrar anti hero no ifpi eu vou rir tanto mds kkakak e ainda vou te marcar    co/vgvkLSB,0,negative
 Minha ficha ainda nn caiu q vc saiu do ifsc,0,negative
que vontade de jogar tudo p alto e sair do ifsc,0,negative
espremido por tanto tributos imposto fiscais taxas eles criam isso na má administração triste eles vê custo vida em são subiu muito não cria emprego já tem pessoas em situação de rua ele quer mais. Estudo do IFC (braço do Banco Mundial contratado pelo estado para modelar a,0,negative
Falta. . dias. pra. prova.  do. ifes. ficando. menos. fudido. em.  matematica. abraços. Murilo.,0,negative
Eu odeio o Usher do IFPB pqp MLK infeliz,0,negative
o paulo sergio mandando a Vanessa lavar os panos do ifma  machismo la ta babado viukkkkkk  co/FnDBYLNekY,0,negative
Revoltante esse garoto estar matriculado ainda no IFSC.  Que a justiça seja feita.,0,negative
dor fisica,0,negative
"a maioria dessas coisas foram no ifba kkkkkk la realmente eh terra sem lei ne lembro do dia q a prof tava entrando na sala e eu saindo p filar a aula dela ainda dei um ""bom dia"" sorrindo ela foi super simpatica e eu vazei kkkkk  co/ZOFAkHzdTc",0,negative
Falei que ia fazer bio no ifce de Paracuru e fizeram foi rir 🙄🙄🙄🙄,0,negative
acho q  eu preciso de um banho de sal grosso pra tirar essa energia ruim do ifsc de mim pqp q lugarzinho pesado kkkkkk,0,negative
passo na frente do ifsc so falta eu derreter,0,negative
 Amanhã eu vou prometo 😭😭😭 Peguei uma chuva da hoje saindo do ifes aí n tô afim de sair na chuva hj dnv ainda mais q eu ainda tô meio doente,0,negative
lauricio é com toda a certeza o meu pesadelo do iff,0,negative
Os computador do ifs colocando um ssd e continuo me estressando com as bomba,0,negative
acho que ainda me mato antes da prova do ifba,0,negative
Lembrando aqui que ganhei o concurso de fantasia do halloween do ifal em ? ? Sla   E NAO ME DERAM O PREMIO CORRETO CADE MEU PREMIO GREMIO DO IFAL,0,negative
 ano q vem vo pro nono amg  gracas ao senhor vo tentar fzr o em no ifes  ai vo me fuder mais um pouco,0,negative
 PUTA MERDA  vc tá muito fodida no ifes KSKSKSKSKSKSKSK SINTOMUITO,0,negative
 kskskkkkkk no ifam a matrícula no sistema tinha como senha o cpf  mas qm tava c  no começo se fudia kkkk,0,negative
 Sim  passo isso no IFPA.  O jovem não sabe usar o mouse.,0,negative
Desafio hardcore ultra mega impossível  Tente achar alguém normal no ifba,0,negative
 Eu comento sobre esses seus tweets com alguns professores do IFPR e saiba que você tem sido profundamente invejado Kkkkkkkk inclusive por mim,0,negative
Eu. . . fui horrível na prova do IFSP😭.  Eu espero que alguém tenha sido pior que eu e eu consiga passar🤗,0,negative
Chego do ifes e n tenho nem forças de fazer janta,0,negative
 Pegamos um temporal brabo  conversamos coisas do ifes. . . . .  se é q vc me entende,0,negative
faltarei amanhã pois mereço um descanso do ifes dps desses dois dias de mostra de ciências,0,negative
Fiquei  dias sem Spotify por que perdi o desconto universitário  e mds  eu sou muito dependente desse site 🥹 Lancei uma boa declaração do ifpa e tô de volta 💋☀️,0,negative
Eu acho engraçado que meu irmão ganha bolsa do IFF e não quer comprar um lanche pra mim  isso é um absurdo gigantesco!!!! tipo ele nem faz nada sabe,0,negative
gnt sério se vc ver alguém de eletrônica do ifba na rua pfv abraça essa pessoa,0,negative
 acabei de ver essa foto no gp do gremio do ifba tomei ate um susto,0,negative
 se aparecer um link dizendo que é foto do bolsonaro no ifsc não clica  ele te hackeia e tweeta aquilo dali,0,negative
 coée reizão  to com uma parada pra te entregar! bora se encontrar no iff,0,negative
Aparentemente sou a unica que vai fazer o enem no IFPB em Jaguaribe  n entendi essa inep  ano passado me colocasse num colégio  min de mim  cheio d amgs  e esse ano la na pqp sem ngm,0,negative
 tirou geral que se considera seu amigo e estuda no ifba pra merda,0,negative
"A gente falando das dificuldades  do IFSC e a fefe solta um . . .  _""pra q eu fui inventar de ter futuro?""",0,negative
O perfil do iff no insta mentindo pros alunos que tem festa quando eles entram kkkkkkkkkkkkk,0,negative
 eu odeio esse ônibus também 😭😭 só pego ele para voltar do ifes msm  pq não da outro 😭,0,negative
Gatei horrores com iasmin hj,0,negative
Tentaram me derrubar  mas esqueceram que eu sou de eletro,0,negative
Incrível como a assistência ao aluno do ifma é uma bosta.,0,negative
ia tweetar discurso de ódio contra uma turminha do ifac aí  mas tem gente q vai ver e vai falar,0,negative
eu em  testando maquiagem pro Halloween do IFAL  hj em dia falta disposição pra essas coisas kkkkkk  co/uUNaEvuNq,0,negative
agr irei parar de faltar 🙏🙏🙏🙏  juro n tinha coragem nenhuma de sair de casa p pisar no ifal sabendo q estou pagando p ir  desmotivação da gota foi essa KKKKKKKKKKKKKKKKKKKKKKKKKKK,0,negative
pq sera que os profs de ed fisica do ifes sao tao malucos da cabeça,0,negative
 estudantes do ifc  me disse q não dá futuro e que é um inferno  eu vou acredita neles né 🤰🏻,0,negative
to tendo q usar a blusa branca do ifes pq aparentemente todas as minhas outras blusas foram engolidas por im buraco negro,0,negative
Tô passando tanto sono dps que eu entrei no ifpi que se deixar  eu durmo até abraçada nas colunas.,0,negative
ansiedade da prova do ifes tá me matando,0,negative
amo quando inventam de colocar o onibus de  andar pra gnt do ifes  que dlc que é pqp,0,negative
 vá pra rego!!! não me deixe sozinha no ifba não vou chorar,0,negative
faltam  dias para as férias do ifes.,0,negative
Peguei ônibus no ponto do plaza hj e tava cheio de gente com a camisa do ifes esperando o  p ir p itaciba 😭😭😭😭😭😭😭😭😭 como eu sou triste e depressiva,0,negative
eu tô com tanto ciúmes do Ifes,0,negative
As criancinhas do quatro estão estão usando mais equipamentos de laboratório do ifba que os próprios alunos kkkkkkkkkkkk  Até pq só existem os quebrados para as aulas,0,negative
Tudo pra se resolver no ifrj é um processo longo e emocionalmente desgastante,0,negative
 Uma amiga minha vivia reprovando em tudo q era de exatas  não dormia pra poder estudar quando tava no IFES.  Hoje é economista pela UFMG 🤷,0,negative
"""Oque vcs querem melhorar no ifam?"" Tudo",0,negative
 Meu deus TD vez que alguém fala q me conhece do iff é um susto pq eu era tão CRENTE naquela época  eu nem sabia que as pessoas sabiam que eu existia hauahahahahahaha,0,negative
dormi no chão do corredor do ifba meudeues,0,negative
E eu que vou ter que ir fazer a prova do ifes domingo sem saber de nada,0,negative
Odeio esses professores do ifs q colocam prova surpresa q ódio,0,negative
Mal cheguei no iff e já tô passando ódio,0,negative
#eptv  É injusto que o provão paulista exclua estudantes do IFSP pelo local de aplicação.,0,negative
Fofoca do ifro e coisa de gay falta de rola e xereca da nisso,0,negative
mano eu vou fazer a prova do ifes praticamente na Faixa de Gaza né puta merda me jogaram lá na puta que pariu,0,negative
Alguém corta a energia do IFMA de novo pfvr,0,negative
 e eu com o cu na mão esperando o resultado do iff🤡,0,negative
que todos os meus concorrentes do ifes (tirando meus amgs) sejam eliminados  amém,0,negative
Três dias pra prova do ifes e eu não sei porra nenhuma,0,negative
🇧🇷👁☠️ Professor do IFF Campos morre vítima de infarto; aulas foram suspensas.    co/dhcbxmqfC  co/ylUkblNwRH,0,negative
esse casal do ifap vive atracado até dentro do ônibus  DO ÔNIBUS,0,negative
 Amg vou ficar na sala  do ifpe de afogados,0,negative
E meio louco ver a galera que deveria estar fora do ifal  falando das chapas do grêmio,0,negative
muito solitário trabalhar da biblioteca do ifes  tem ninguém pra papear,0,negative
De saco cheio do iff já e esse povo todo escroto,0,negative
acabei de lembrar que era muito sonho fazer o técnico em eventos no IFSC e nunca rolou :( :( :( :(,0,negative
Eu tô ajudando a minha irmã e prima se inscrever no ifpa  tô igual juiz condenando as  pro inferno 🙏,0,negative
tô com o cu na mão por causa de matemática no ifes,0,negative
quero almossar no ru todos os dias nao aguento mais passar fome no ifes,0,negative
  Tenho prova no IFBA no domingo mas tô morto de empolgação pra ver saporra,0,negative
Uma merdinha ter que pisar no ifb amanhã,0,negative
Papai do céu  que na prova do ifes as questões de matemática caia só seno  cosseno e tangente 🙏🙏🙏🙏🙏,0,negative
essa assistência social do iff só atrapalha minha vida,0,negative
Fico chocado que o laboratório de edificações do Ifap tem um monte de equipamentos  desde instrumentos de análises microscópicas até compressora pra fazer testes de resistências  e ainda tem um plotter pra fechar com chave de ouro.,0,negative
o editorial do ifpe sendo mais aguardado que BBB socorro(CADE O EDITORIAL,0,negative
 pessoal mais injustiçado do ifba,0,negative
Deus  eu só te peço duas coisas  passar pro ensino médio e no IFES  só,0,negative
Meu Deus  onde a Letícia tava perdida no IFRJ que eu não conhecia essa querida  uma diva kkkkkk me acabo,0,negative
minha maior tristeza eh nao ter feito tec em adm no ifam,0,negative
Mais um dia  menos um dia no IFAL!,0,negative
N vai ter aula hj e eu so vi o zap qnd cheguei no ifba  Q ODIO DA PORRA,0,negative
Mando mensagem e Bya não me responde  acho que ela me odeia,0,negative
como assim vai ter redação na prova do ifal???,0,negative
Eu não aguento mais estudar pra essa prova do IFBA   eu tô enlouquecendo.  Mas tbm tenho fé de q vou passar. . .  AMÉM.   AMÉM IRMÃOS? AMÉM🙏🏽,0,negative
oh roney porra DEIXA EU SAIR DESSA ESCOLAAAAAAAA ta querendk me prender no iftm pra sempre inferno,0,negative
Paola eu precisava de vc no ifsc meu Deus como seríamos felizes,0,negative
Tô com tanto compromisso no ifes  vou dar conta de tudo não🤡,0,negative
ontem pedi pro victor me mandar uma marmita pra eu almoçar hoje no ifap pq tava sem dinheiro  aí ele mandou uma marmita gigante de frango e almondega  uma lasanha  um pudim e um refrigerante 😭😭😭😭😭,0,negative
 Deveria dá um pulo qualquer dia no ifpe  para você se decepcionar com as novidades kkkkk,0,negative
edi com certeza foi o melhor professor de filosofia na minha época do ensino médio no ifms  q tristeza. . .,0,negative
cheguei ali no ifba achando que eu queria uma coisa  me descobri em outra.,0,negative
pq todo mundo q estudou no ifal tem quase tudo vermelho mds,0,negative
 MKKKKKKKKKKKK o pior eh q eu to no segundo semestre da faculdade ne e o primeiro foi mto mais fácil do q alguns do ifsc (principalmente o cv q foi o cão) e no momento eu to bem acostumada com a quantidade de trabalho,0,negative
Como eu quero sair de cristal e sair do ifsul,0,negative
Putaa merdaaa meu a prova do ifc é domingo já😬😬😬tou lascada,0,negative
esse povo q posta todas as publicações do ifes vey por deus,0,negative
algum jogador de vôlei do ifes precisando de consolo dps desse jif?,0,negative
tirei férias do ifes  só segunda agr,0,negative
o que construí ao longo desses anos foi uma jornada que as pessoas veem ao ponto de pedir pra eu ficar mais um ano ou comentarem que vou entrar em depressao quando eu não ter toda dopamina que as situações do ifba propõe diariamente.,0,negative
eu quase morrendo de alergia aki no iff😿,0,negative
chegando no ifam assim sem pensar na prova de matemática,0,negative
mds como a pessoa consegue tá todo dia no ifma de manhã até de noite  mdss  nem se eu odiasse a minha casa,0,negative
   Krl ent eh por isso que ele nunca mais jogou no Flamengo  ta dando aula no ifal,0,negative
Parece q quanto mais me fodo pra me esforçar mais eles tacam o fds me fudendo de estudar pra passar no ifba passando o dia todo no colégio pra desgraça de teatro  eu não tenho tempo pra fazer nada pra mim eu não descanso direito a  semanas cara eu não aguento mais namoral,0,negative
agr q eu vinculei de vdd com o pessoal do ifsc o estagio ta acabando 😭,0,negative
Tbt de quando a Izabella ficou presa no banheiro do iff,0,negative
geral ficando louco cm a prova do ifes,0,negative
na leandrocracia todos os casais que se ficarem se pegando no pátio do ifes vão ser queimados na fogueira,0,negative
Terror de todo Agro do iff: relatório de estágio 😫,0,negative
Simplesmente o  metendo do ifes ate carapina em FODENDO min,0,negative
Aí q raiva simplesmente nunca vou me perdoar por não ter estudado para a prova do ifpi,0,negative
 ainda acho que nós deveríamos ter matado ele  feito ensopado e dado para os gatinhos do ifs ,0,negative
Achei a imagem que tiraram de mim pra enviar pro carodromo dos professores  irei me matar nos portões do IFBA amanhã as :,0,negative
toda pessoa que entra no IFSP perde o resto da saúde mental que ainda tinha,0,negative
 Nem entrei no ifes e ele já me fode todo dia 😭😭😭,0,negative
agora fiquei triste pq sempre que eu penso na minha turma da facul eu sei que nunca mais vou ter a felicidade e a uniao que eu senti no ifes com a m,0,negative
toda vez q eu vejo o pessoal se matando de estudar pra entrar no ifes eu me sinto bem ingrata,0,negative
Apresentei ontem no Iff sobre o trabalho que fiz com o ⁰ Ano  envolvendo Teatro-Fórum.  Não apresentava nada desde o meu TCC em .  Fiz os slides super simples e na pressa pq ⁰ bimestre é correria.   Hoje foi a premiação  mas me enrolei aqui em casa e não consegui ir.,0,negative
maiores loucuras q já fiz no ifs: – a matrícula.,0,negative
A última vez que fiquei tão ablubleble das ideias por causa de estudos foi no Ifba. . .  Residência você me paga!!! (k mensais,0,negative
Rafael Almada Reitor do IFRJ  você é um lixo de pessoa  não se esconda atrás de MEC falando que não tem recursos pq recursos pra pagar os alunos o que merecem de forma digna você tem  mas você não faz pq você não presta.,0,negative
eu. . .  eu. . .  tô ficando lelé da cuca com essa prova do ifes.,0,negative
🚨🚨 estudante do ifrn vai para Felipe camarão chutar caranguejos e desaparece  entenda o caso,0,negative
Me chamaram pra uma festa de halloween amanha do ifpe algo assim  n sei se vou.  Ja me deu ate preguiça mas queria sair.  Que ódio.,0,negative
só não desinstalei o whatsapp ainda pq infelizmente as coisas do ifce são lá,0,negative
  viadinhos,0,negative
tenho medo da pss q eu posso me tornar se eu nn passar no ifes,0,negative
E no Ifs q tem um casal escroto da desgraça  q fica se pegando em qualquer canto e na frente de um monte de gente👎🏾,0,negative
as vzs queria nunca ter entrado no ifba e ter um ensino medio comum no erem e n me sentir deslocado    co/TiMlesLVH,0,negative
meu wifi ta pior q o do iftm campus uberlândia,0,negative
Como pode uma turma de / pessoas? Entraram quase  e pelo visto irá formar  pessoas  seria esta a menor turma dos cursos do ifnmg? O que mais fico indignado é que têm os melhores professores selecionados  curso muito bem estruturado/elaborado  mas falta um cuidado maior do IF,0,negative
Cagada de medo da prova do ifc domingo 😭😭😭,0,negative
dica p quem vai fazer a prova do ifes esse ano: não faça.  🥰,0,negative
Tá de sacanagem  nós louco pra fechar o restaurante e chega uns remelento do iff pra comer pizza  e tão mofando ainda lá  eu mereço 🤡,0,negative
"Até hj tenho minha farda do ifma com um ""fora temer"" escrito kkkkkkkk",0,negative
esse povo do primeiro ano acha bonito desrespeitar uma das melhores professoras do ifma,0,negative
 e choca  pessoas kkk,0,negative
Não aguento mais interagir com pessoas,0,negative
inacreditavel clara tomar min so pq essas meninas do ifce sao uns papel e cai toda hr,0,negative
Nao acredito q socaram a prof mais crente do mundo no grupo de ALUNOS do ifg kkkkkkk jpp vc me paga!,0,negative
 nao gosto dela ela espancava meu ex qnd namorava com ele,0,negative
jesus que dia cansativo a partir das h já tava morto dormindo no p. u esgotado nao verbal inexistente tava só meu corpo minha alma ja estava em casa dormindo,0,negative
vi um sariguê hoje no ifba e só faltou eu pular da janela,0,negative
Hoje eu aprendi que: o ensino médio do IFB gera muito entretenimento  as pessoas me veem no ifb e eu não faço ideia e que sou uma péssima influência pra Giovana,0,negative
 esse banheiro do ifsul todo errado azul,0,negative
 Tá errado isso aí.  Lá na armênia os estudantes do IFSP são assaltados todo santo dia,0,negative
toda vez q eu lembro q falta menos de  meses pra eu ir embora do ifam eu automaticamente fico triste,0,negative
A gente brinca   ri  zoa   mas só Deus sabe como tá a mente dos estudantes do ifes 👹✌🏻🚩👺🤡🔪🔫💣,0,negative
 Eu vou te bloquear no Twitter e te ignorar por exatas  semanas até ou até dair do ifma,0,negative
E esse professor esquisito que sai gravando menor de idade dentro do ifal sem permissão?,0,negative
estou na fase da tpm em que preciso de doce no cafe da manha no almoço no cafe da tarde no jantar e no lanche da madrugada se nao eu me mato,0,negative
mds pq eu fui inventar de estar no IFES h hein,0,negative
ansiosa pra chegar no ifes e ficar fofocando da briga o dia todo 💅🏻,0,negative
tu sai dos problemas do IFAL p ir p UFAL  chega lá e encontra os mesmos problemas😃  aí vc sai da UFAL e vai assina CLT  oh meu Deus  os mesmos problemas reformulados😃,0,negative
A vontade de sair do IFBA faltando  meses pra acabar tudo tá gigante,0,negative
   Na época que começaram com essa palhaçada  meu filho no IFF - Macaé  fazendo greve.  Pqp.  Esculachei ele e a namoradinha Greve é o krlho fdp.   Eu e sua mãe ralando para você estudar e você faltando aula de putaria.  Vai estudar porra! Aluno falta  quem faz greve é professor.,0,negative
chateada com meu resultado no simulado de  do ifc  esperava maisKKK,0,negative
sinto que a cada aula no ifsc meu cérebro atrofia mais,0,negative
Falhei em achar um twt sobre o festival do ifsp em  registro,0,negative
faltam  dias para as férias do ifes.,0,negative
a única coisa que eu tô pensando é na prova do IFBA,0,negative
bizarro  eu ainda sinto que tô com / e ainda não terminei o técnico no ifes,0,negative
Fui na UFG fazer uns testes do meu TCC  que não deu pra fazer aqui no IFG e meu Deus gatilhos e gatilhos de não ter ido fazer engenharia lá 😩😣,0,negative
achei o instagram do ° ano de eletromecânica do ifes desse ano vi as fotos com os professores me deu vontade de chorar 😭,0,negative
 Não aguentou mais,0,negative
Tem momentos no ifsul que eu olho e penso a saudade que vou sentir  mas também não vejo a hora de acabar,0,negative
minha inscrição no ifal sendo cancelada pq constou que eu nunca estudei em escola estadual 🙄🙄,0,negative
Notícias não tão novas: aluno do ifpr entra em desespero na aula de topografia. . .,0,negative
as cigarras do ifba não tão dando paz cantam o dia inteiro,0,negative
pisei no ifsc e já quero ir embora,0,negative
 ela mesmo essa desgraça,0,negative
 São poucos meninos q salvam no Ifes tb né,0,negative
"falei pro meu pai que tinha passado no iff e ele respondeu com ""desgraçada do pai"" KKKKKKKKK",0,negative
Tou estudando que nem uma Demonia pra prova do ifsc,0,negative
tô tão ansiosa p prova do ifes,0,negative
"""Um bom exemplo disso é o Artur  evoluiu mt rápido  chegou no IFES e só ficou jogando vôlei  quando percebeu q aqui a situação é séria  engoliu esse desgosto q é estudar matemática  encarou o desafio de se esforçar e dps do ° bimestre as notas só subiram.  ""  Mt obgd Eliseu! 🤧🥹",0,negative
  Cara.  No Ifes todo mundo vai fazer a prova do Enem na moral no quarto ano.  Se não todo mundo  a maioria esmagadora da turma vai.  Até eu fiz na moral.  Mas outras escolas tem gente que vai fazer sem saber porra nenhuma só pq os pais tão mandando,0,negative
estudar no ifma é ter sempre a certeza de que toda humilhação é pouca,0,negative
todo ano de eleição no ifba é a mesma palhaçada,0,negative
 dias pra prova do ifes vou passar mal,0,negative
meu irmão chegando do iff e contando o cardapio dessa semana  ontem simplesmente foi peixe e hj lasanha  porra q foda,0,negative
desde  essa pessoa tá no primeiro ano  eu vou formar e el* continua no primeiro ano  el* desistiu do ifba e posta o post deq alunos do campus tem melhores notas do enem como se fosse mérito del*  GENTE?????,0,negative
pensando se eu vou pra festa do ifba ou da ufba  ou se eu fico em casa de boas,0,negative
Estudante do IFSC desaparecida 🛑 A estudante Júlia Emanueli Krull dos Santos  de  anos  saiu de casa na quarta () para ir à escola e  desde então  não foi encontrada pela família.  Ela cursa o ensino médio técnico no IFSC do Centro e mora no bairro Amizade  em Guaramirim.   co/UPCoyWlR,0,negative
 N fode lula  cadê a picanha no IFF,0,negative
Aula o dia inteiro no iff e trabalhar de noite em plena sexta é de mata o cara,0,negative
"""ain pq n aguento mais o ifes"" eu no ifes: 🤣🃏🥪😝😴",0,negative
já estudei no ifpa  concluí minha graduação na uepa e queria muito fazer pós/mestrado na ufpa  mas meu sonho de fazer o mestrado em segurança pública lá foi interrompido 😭,0,negative
esse período eleitoral no ifba tá tão bom,0,negative
 agr apaga as conversas do ifc também,0,negative
galera do ifsc se empenhou no halloween  tinha ate gente fantasiada de porco,0,negative
Alunos do IFSP pressionam governo por Provão Paulista no interior  co/itTLmHCbM,0,negative
Alunos do IFSP pressionam governo por Provão Paulista no interior.  #IFSP #ProvãoPaulista #Interior #PortaliG  co/FJGASmF,0,negative
 tem um trocador do ônibus do IFES que sempre que eu passo no dinheiro ele me cata  centavos😭,0,negative
Se eu soubesse que não era tão difícil passar nessa prova do Iff eu fazia,0,negative
clube dos q vão fugir da área do curso assim q formar do ifs,0,negative
. . .  so CHOOSE &amp; ACT👍🇵🇭,0,negative
foda q fizeram todo um show p eu vir cedo p casa pq nao teria ngm p ficar com a minha irmã   tô aqui faz h e tem gente com ela  tmnc acham q eu não tenho oq fzr no ifal,0,negative
as inscrições do IFMG FECHARAM   EU COU ME MATAR,0,negative
Meu irmão estava animado para fazer a prova do IFF e meu pai simplesmente não pagou a inscrição dele.  🤬🤬    A única coisa que meu irmão pediu a ele.,0,negative
Suicidio pq a prova do ifes é flamingo,0,negative
Eu acho incrível o quão sair do ifba foi o pontapé pra evolução de tanto amigo meu,0,negative
Ir pro último dia de estudos do ifba pq amanhã é só cachaça drogas e mulheres,0,negative
