polarity,text
1,"acabei de apresentar o pensamento de clóvis moura numa atividade do centro acad. de história do ifg. dia 4 í s 10:00 vou estar em um espaço da liga acad. jurà»ica do pi, também falando de clóvis. falar do pensamento do clóvis é meu segundo hobby preferido, perde só pra cervejinha."
1,4º dia sem que ninguém tenha escolhido sp. algo me diz que os ifg não têm estado a gostar do que vêm nas usp.
0,rt @megztex: se ela é bonita? se tem matéria acumulada? tem bué
2,"vi um tuite e agora tô muito triste. fevereiro eu me formo, 4fucking anos de ifg e eu não peguei ninguém além dos meus amigos.  minha experiência na federal foi drogas e doutrina, mas sem suruba ??????????"
1,rt @guisantosguigo: saudades de um tal de ifg campus inhumas
2,eu só queria amigos q estudam lá pelo centro de gyn pra me dar carona pro ifg qnd minhas aulas voltarem (q morem perto da minha casa
1,saudades de um tal de ifg campus inhumas
0,me inscrevi num vestibular do ifg em ciências biológicas so pra ver se passo
0,"ifg campus inhumas, pelo amor de deus, anda com meus processos de aproveitamento de disciplina, eu to suplicando!! https://t.co/qmxf095fv6"
0,odio do ifg permanece
2,puro e genuíno do instituto federal de goiás
0,queria o ifg metende tipo uma dessas pra professores e alunos já tem família de professores que nem vacinaram ainda https://t.co/y8vo2os3ww
1,"@giuria_a olha, não sei. mas por exemplo, no ifg as multas de atraso de entrega de livros eram utilizadas para comprar alguns materiais de papelaria.  talvez siga a mesma lógica."
1,"coordenadora do meu curso me ligou, bateu um cagao achei que tinha feito algo, ela recebeu um email que eu tava matriculado em 2 instituições públicas de ensino, no caso ufu e ifg"
1,"kkkkkkk mano eu sou incabulada com a minha capacidade de fazer conta, eu queria saber de onde que eu tirei que 60 mais 60 era 160 ?????? kkkkkkkkkkkkk ainda prestou vestibular no ifg pra engenharia civil o mano kkkkkkkkkkkkkk"
0,"mano por que ifg de luziânia é uma merda, que poha mano povo irresponsável."
0,"o minino que o ifg devia dar era essa cerimônia de formatura pra todo mundo, o máximo que a gente tinha que pagar era as becas  aiai o iformanfo se fode de todas as formas possíveis"
0,alô ifg ufpa metendo tres dedos no cu de negacionista e decidindo que aluno que nao se vacinar vai ter o sistema de matricula bloqueado fodaseeee pra mim eh sobre isso
0,aquele famoso  here we go again : me inscrevi em sistemas da informação no ifg
0,@joaomaiadias @joaoqmadeira eu descobri há dias que ainda não tenho as notas do meu ifg. de 2020. tipo...
0,"ser ifg também é receber ordens para pedir coisas com a qual não se concorda e depois receber chamadas e ter de justificar essas mesmas coisas pela vida! as vezes só me apetece  minha senhora, concordo, vou passá-la í  especialista  mas depois lembro-me que preciso de acabar isto!"
0,"ifg distribuindo vaga por sorteio, que coisa sem sentindo, como vai dar vaga para alguém por sorte...mds"
0,"a gente faz tudo certinho, chega no final e aparece a frase  o candidato não está apto para receber o certificado por esta instituição  (ou algo assim). só que logo quando ela foi fazer a inscrição, ela marcou pra pegar o certificado pela ifg. eu não sei o que fazer."
0,"pessoas que fizeram o encceja em goiânia (caso esse tweet chegar até vocês), mais alguém está tendo dificuldade em pegar o certificado no ifg? minha mãe está tentando desde cedo e não consegue."
2,vou no ifg hoje e estou mais que emocionada
0,não consigo mexer no site da ifg como vou entrar pra federal?? 
0,"esse caso da unirio me fez lembrar um caso do ifg. um professor acusado de assédio sexual (comprovadamente, várias alunas denunciaram ele), se matou em um acidente de carro. na época eu fazia estágio com ele. í ½í²€í ½í²€í ½í²€"
2,ai como amo essa vey https://t.co/3svrrz79ds
1,@ifg_goiania o vídeo tá privado
0,ai papai jaja acaba esse inferno chamado ifg
2,caralho puta que pariu eu fui sorteada pro ifg porraaaaaaaaaaaaaa caralhoooooo
1,na dívida se faço mestrado no @ifg_goiania ou na @uegtvoficial já que saiu o resultado de ambos hoje é eu passei nos dois. qq eu faço??!!!!
1,"rt @rafalelav: gente estou desempregada, se souberem de alguma vaga me avisem! áreas de interesse: herdeira, dondoca, madame, filha de político¦"
1,@joe5tar ifg fui peswuidar e na vdd crepe usa pronome neutro
2,"vim pegar meu diploma no ifg caraca, passa um filme.  vivi de tudo nessa instituição."
0,caralho ifg oq custa me responder ein caralho?????
2,meu deus eu realmente passei no ifg
1,eu vou estudar no ifg. https://t.co/a5nkzp1yld
0,não fui sorteado na ifg 
2,pra mim já é conquista ser intitulado como aluno pesquisador do ifg
2,"meu esposo me contando todo feliz e orgulhoso que a aluninha dele passou pro técnico integrado do ifg í ¾íµºí ½í¸­ meu macho ama a profissão dele, serio!"
0,boa tarde só pra quem teve a reserva de vagas negada por culpa do universo. morra ifg pela seu processo seletivo de tamanha burocracia nojenta https://t.co/cskkoexzkk
1,@xuais_ kdkakskwkksksa o site do ifg* ai
0,"muito bom o ifg, quis abrir sala por temas pra não ficar mil apresentação, e coloca numa sala multidisciplinar apresentação de gamer e gênero, que dlc as feminista vai tacar fogo nos incel"
2,"ifg patrocinando meu final de ano, to feliz"
0,"nossa eu tenho um à¼½io de pai que quando o filho entra no ifg fica  leve o meu legado pra frente  ah mas vai se fuder caralho, vai pra um psicólogo porra"
2,eu passeeeeeeeei no if porra  vou fazer ensino mà²io federal e com curso tà²œnico ainda  ifg me aguarde  #passei #ifg #pasâ€¦
0,"nunca ganhei um sorteio na vida, sorteio que nao quero eu ganho, ifg naoooooo  #falomesmo"
0,passei na desgraà¹º do sorteio do ifg e agr procuro uma ponte pra me jogar
0,eu queria tanto ter passado no ifg tômal viusss
1,"as provas do ifg são de alto nível, mas em história tem coisas que são impossíveis de complicar. tente resolver essa questão:  https://t.co/yv2z6ofpwp"
2,vendo o povo passar no ifg me deu uma sdds de lá
2,"família passei ifg, tô muito animada, é tão bom conseguir uma vitória depois de tanta coisa ruim"
2,"@blacksttaar no ifg onde tem o melhor ensino médio da minha cidade, foi sorteioâ€¦"
2,meu deus minhas princesinhas passaram no ifg e a flavita vai para gyn aaaaaaaaaaaaaa que felicidade elas merecem tanto í ½í²ží ½í²ží ½í²ží ½í²ží ½í²ží ½í²ží ½í²ží ½í²ží ½í²ží ½í²ží ½í²ží ¾ôí ¾ôí ¾ôí ¾ôí ¾ôí ¾ôí ¾ôí ¾ôí ¾ô ihuuul
2,eu passeeeeeeeei no if porra  vou fazer ensino mà²io federal e com curso tà²œnico ainda  ifg me aguarde  #passei #ifg #passeifederal #federal
2,"passei no ifg, vao se fuderverdade sua falsa"
1,"@margridam também me podias ter pago um dos bilhetes, há mesmo predileta"
1,entrei pro ifg! não sei se choro ou fico feliz
1,"meus planos sobre faculdade eram concretos até então, sair do ifg formada em tédœnico em nutrição, entrar da ufg continuando nutrição e talvez um pouco de gastronomiaâ€¦  mas sei lá deu vontade de fazer biologia do nada"
2,"eu ganhei uma matéria sobre minha palestra e meu projeto no site do ifg, eu tô tão realizada í ¾íµ°í ¾íµ°"
0,"essas palestras do ifg, a mulher tá falando sobre pastel?? e a palestra é sobre surdo mds"
2,"escola estadual é um saco, saudade do meu ifg viu"
1,rt @samanthadutr: o ifg seguiu a linha e faz igual https://t.co/bn5amodlhb
0,"o ifg ufg adotou o ensino diy: vc lê, vc estuda, vc da aula pro professorâ€¦"
0,"aaa além disso. minha inscrição no vestibular do ifg deu errado, vou tentar entrar com recurso, mas só por deus"
0,dentro do ifg  mds não aguento mais não vejo a hora de sair!!  fora do ifg  ai que sdds de quando eu era feliz no if 
1,amanhã é o sorteio do ifg...
1,eu levei uma turma do ifg pra chapada dos veadeiros e voltou todo mundo vivo. nem imagino o filme de terror que deve ser passar por isso. https://t.co/erhgfvsyhw
0,tou mais que pobre
1,"[09:25, 22/12/2021] pedro ifg: para toda mulher que já apanhou de um homem [09:25, 22/12/2021] pedro ifg: um abraço de mata leão [09:25, 22/12/2021] pedro ifg: apenas isso necessário essa é a palavra"
0,@fejota_5k3 pior que o recadastramento não tá aparecendo nem ifg nem ufg
1,"@samarowsk quando eu cadastrei em 2019, eu lembro de ter colocado o campus mas agora no cadastro do passe estudantil não aparece nada, só aparece ifg campus senador canedo"
0,"@samarowsk mds, pq o ifg??? poderia ser qualquer outro if"
1,@fejota_5k3 mas é só ifg msm
0,o ifg campus goiânia está sumindo da internet pelo visto
2,orgulho de ser instituto federal @ifg_goias @ifsertaope @ifsertao  joão gomes. um estudante. um talento. um artista. https://t.co/t8ljgxa13e via @youtube
0,"rt @mtserbeto: ifg,me pague pelo amor de deus! já se passaram cinco dias da data prevista! https://t.co/3dfsgyiilu"
0,"ifg,me pague pelo amor de deus! já se passaram cinco dias da data prevista!  https://t.co/3dfsgyiilu"
0,alá @ ifg sério que vcs não vão pagar a bolsa auxílio em pleno natal? vsf
1,entrei no site do ifg pra solicitar o meu certificado do encceja e tava quase elogiando o site q tava com uma fluidez boa d tava mtto bunitinho qnd é fé: https://t.co/mbrxg5uetc
1,@krishnavivo podia ter feito edificaçoes no ifg
0,se o ifg for online ano que vem eu vou me matar
1,"@ldiasc sim, nessa época já era ifg"
1,"ninguém quer saber onde vais fazer o ifg, essa treta não conta para nada."
1,"@zurbexpress01 @uoleconomia e ae empresa ae vai bem das pernas, uma pena que o cadastro dela no ifg, fosse alterado, ops, já vai mal né kkkkk flw"
2,minhas amizades do ifg são incríveis 
2,o alivio de não ter de procurar casa para o ano de ifg
0,os corno ufg: as aulas começam em dezembro mas relaxa vai ter um recesso!! professores da ufg: então galera passei esses trabalhos pra fazer durante o recesso a entrega é no dia que voltar o presencial í ½í¸€í ½í¶•
0,vai seu ifg voltando presencial e eu trancando a faculdade  irrahhhhhhh
1,coisas que eu recebo do coordenador pedagógico do ifg kaakakakakakak https://t.co/17gixatftx
0,o cinismo de alguns coordenadores do ifg me assusta.
1,quem é que em pleno 2021 usa fones com fios? eu lol
1,meu deus vou fazer um reecontro dos militantes do ifg
0,"eu consegui ser muito babaca hoje no ifg, que merda velho"
1,"meu irmão falando o motivo que eu não vou pro ifg é  o melhor, tá passando mal"
1,carai ifg marcando presença pesada no cinema hj
2,"lembrando da época do ifg luziânia, cuja turma do técnico em mecânica, iniciava a aula assim:  bom dia, bando de frouxos! . hoje não tenho essa disposição e coragem. o brasil piorou. tá chato, careta. policialesco."
0,"mds eu tá tão triste, eu não era assim será q é a vida de estudante do ifg que faz isso com a gente, pq se for eu quero uma cartela de tarja preta pfv"
2,o ifg entrou pro mini-handebol brasil aaaaaa 
1,"@larylaryeu eu tá no ifg, xuxu"
1,queria o ifg metende tipo uma dessas pra professores e alunos já tem família de professores que nem vacinaram ainda í 
0,se esse caralhooo de ifg voltar as aula presencial eu tá muito fudido
0,ifg se vc fosse uma boa instituição de ensino com boa comunicação qual vc seria 
2,parabéns aos institutos federais https://t.co/bcq6on50ub
1,o ifg aqui na cidade  https://t.co/ghzbpd9mx3
1,@nortelaw9 @bielconn você tem o link da notícia? estudo no ifg e eles também estão pedindo.
2,como assim meu nome tá na lista do ifg
2,"@ifg_goias @ifgoiano educação pública, de qualidade e inclusiva"
2,eu tô perdendo tudo com a reitora do ifg reagindo as minhas coisas
1,kkkkkkkkkkkkkkkkk que vambora que eu quero encher o cu de pinga com todo mundo hein. respondam esse quest. aqui e eu digo se esperava ou não  https://t.co/eumgbrxszc  (se tiver dúvida fala cmg ou com a @thxynnx ) https://t.co/mm7er6bclr
2,2021 foi ó ano. consegui formar no ifg e de quebra ainda consegui o meu primeiro emprego
1,ano que vem eu namoro ou fico pior que a viih tube
2,a minha mãe merece o mundo
0,falsificar teste de covid p entrar numa discoteca demonstra logo o vosso caráter de merda
2,"por ironia do destino ganhei um bgl do ifg hj, pasmem para o plot twist kkk ganhei do prof favorito de física do @_knglima . era isso ou limpeza em um ar condicionado q nem tenho, bem q a revisão na máquina d lavar tbm era um brinde interessante.a pasta é a maria q ganhou kkkj https://t.co/degxhihaj4"
0,uma combinação de gripe e ifg tirou todo meu espírito natalino
1,"não sei se no ifg pode subir as escadinhas da colação de grau com música, mas de puder eu tenho uma lista de 4 possíveis música fodasticas"
0,ifg campus como assim vai ter 4° ano do ensino médio????? se isso for verdade eu desisto da escola sem meme
1,sthefane e eu nos muros do ifg https://t.co/d14ip3y7go
0,"hj era p eu estar vendo filmes natalinos e comprando panettones, mas estou estudando pra uma prova de cálculo 2 que começa meio dia, obrigado ifg por arruinar minha vida"
0,*desfavoritando todas as coisas sobre o ifg e chorando*
0,a outra vai culpar sempre o ifg pelo filho ter se  rebelado 
0,"agora sim uma mini férias, ou melhor, recesso acadêmico! até dia 17, ifg. foda que os professores não mediram esforços e passaram uma porrada de atividades e artigo para fazer "
2,ifg eu te amo 
1,"ótimo, o ifg campus goiânia não aparece nas opções para selecionar uma faculdade na hora de assinar o plano universitário do spotify e agora não aparece nas opções para selecionar uma instituição de ensino na hora de fazer o recadastramento do passe livre estudantil í ¾í´ í ¾í´ "
1,"as belas e fofas moscas, que parecem pelúcia, mas cujo estilo de vida faz os humanos torcerem o nariz:   crédito: cacilda salvador via: https://t.co/699bapumrl https://t.co/rn4v1qs2m6"
1,o meu nível de procrastinação é enviar os documentos do ifg faltando literalmente uma hora e meia pro fim do prazo
0,"ifg,me pague pelo amor de deus! já se passaram cinco dias da data prevista!­"
1,@fejota_5k3 não usa os campus. no spotify msm eu coloco instituto federal de educação ciência e tecnologia de goiás
1,gente pelo amor de deus o diploma do ifg vem  eu consegui  na pastinha... graduação é tratamento de câncer agora? e quem não puder formar
0,acordei já com odio profundo da instituição ifg
1,gente pra fazer o cadastro do plano universitário no spotify não tá aparecendo a opção de por o campus goiânia no @ifg_goiania como q eu faço mds? só coloco ifg msm sem o campus?
0,"não é possível, agora qo ifg começou a trabalhar de forma descente pra voltar as aulas essa variante nova vem me quebrar..."
1,5 temas dos quais posso falar 30min sem preparação alguma  1. the office 2. futebol 3. one piece 4. cronologia dos x-men 5. naruto  mas algo q aprendi com o ifg é q eu consigo pegar qq parágrafo aleatório e falar 30 minutos sobre https://t.co/tuyxnurwns
0,"@emillianofreita rindo até amanhã. o presidente comogou a mais maluca dos esquerdistas. lógico que a apegada da ifg aí queria que ela fosse reitora. colocaram o nome dela só para encher linguiça e se lascaram.  muito, muito engraçado....."
0,"eu nem sou de violências, mas a pessoa que deu os nomes as cefalosporinas merecia assim uma estalada bem dada"
0,não há nada como os atropelos as lei laboral que se cometem nos hospitais.
1,"@pattidutra ave maria. aqui no ifg onde trabalho temos mais 70% dos professores são doutores. uns não mencionam que são, outros ficam nessa onda também. não acho legal. o importante é o conteà¾­o da pessoa e não sua titulação."
0,"quando eu acho que o ifg não pode acabar mais com a minha vida, ele vai lá e dá um jeito"
0,tenho tenho certeza que todo estudante do ifg foi enviado para o mundo para sofrer!
1,no primeiro print eu quis dizer que elu fazia isso junto com a amg e sim tá errado 1:https://t.co/ezm4hqifiw 2:https://t.co/vhsgnxgkik 3:https://t.co/n5gliidivm https://t.co/br7ojanlpz
1,"eu queria muito saber se vai ter alguém da integrada que vai pra primeira do ano ou eu vou ser o único da matemática do ifg que vai pra esse rolê?? pessoal da integrada que for ou souber de alguém que vai, comenta aí"
0,@murilorrs2 4 mulheres  ifg machista
0,odeio tanto o ifg
1,coisas pra fazer até segunda:  lista de eletromag relatório de lab cobrar assinatura do ifg apresentação geogebra: lentes e espelhos preparação de aula de tema livre pancotti entender teoria de bandas resumo dos textos do pancotti
0,umas horas na urgência é o suficiente para ver meia dúzia de casos de tentativas de suicídio ou de depressões graves.
0,"mano vou matar o ifg e o mec, três meses sem me pagar por uma coisa q se resolve com um clique inferno"
0,"entrei no ifg achando q era agroindústria q era cheio de maconheiro, vou sair de lá sabendo q é química q tem maconheiro e drogado"
1,claro que estou a gozar.
2,não há nada melhor que fazer trace covid. delicioso.
1,uma pessoa só sabe o seu lado da história
0,"o dia mau começou e eu já estou cansado, obrigado ifg! "
2,"minha mãe deve odiar minha escola já, de tanto que eu falo dela kkkkkk  sério, eu passo o dia falando do ifg e quase chorando pra voltar logo  e ela escutando tudo, já deve tá quase me proibindo de falar alguma coisa relacionado ao ifg"
1,rt @carolinamv03: a minha motivação para amanhã é saber que tenho 2 semanas de aulas e depois 3 semanas de férias
2,rt @xxnuriaz: boas notas e boa média
1,"â€œnão se deixa de amar, o amor transforma-se. amar é pra sempre kasha como te admiro"
1,derradeira prova de amor é deixar
2,"ifg seu lindo, você não quer antecipar a volta as aulas não? eu quero estudar logo"
1,rt @cemalarme: vocês também fazem isto quando compram botas novas? https://t.co/lgoe9lwi7g
1,melhor que ser interno de formação geral é ser ifg num serviço de urgência no primeiro dia de trabalho. 
1,onde anda os mercedes a porta de quem recebe o rsi são o novo os médicos andam todos de porsche
1,estão prontos para assegurar a aprendizagem dos coleguinhas de 6° do curso que vos vão acompanhar?
1,a dificuldade deste exercício depende do serviço/especialidade a que está atribuído o ifg e dos especialistas que o tutelam.
0,não há exercício físico mais stressante que um ifg a perseguir um médico especialista por não saber o que fazer.
1,as plataformas das faculdades são uma introdução para a mais difícil delas todas: o sclínico.
2,"digo isso porque eu já me emocionei muito produzindo ciência, ensinando ciência na escola, ou divulgando ciência pro público. mas nada disso me emocionou tanto quanto acompanhar a formação de jovens cientistas no curso de ciências biológicas do @ifg_goias, do qual sou professor."
1,rt @josemdandrade: ser iac com interesse em escolher psiquiatria significa ouvir  olha temos ali uma doente para ti  sempre que aparece uma pessoa ligeiramente mais apelativa ou ansiosa
0,ano novo só vai começar de fato quando eu me livrar do ifg
0,"querem que as listas de espera hospitalares desapareçam, mas depois vão as urgências para desencravar uma unha.   a definição de urgência e a literária médica têm que melhorar e esse processo começa na escola e nas consultas."
1,"enquanto a doença mental não for tomada em consideração como qualquer outra patologia, vamos continuar a estigmatizar o doente e a negligenciar uma grande proporção da população.   é simples."
1,"de 2017 p/ cá minha vida tem sido 1 plot twist atrás d outro, início d doutorado, trabalho no ifg, ueg, unb, casamento, mudança p/ luziânia, retorno p/ aparecida, aprovação d marido em concurso federal no piauí, q eu tenha estrutura p/ 2022 e os plot q virão +"
1,fazer urgências pela primeira vez não deve ser assim tão difícil.   said no ifg ever.
2,não podia pedir amigas melhores
2,vocês não tem ideia do quanto eu aprendi e cresci no ifg sem contar as amizades que eu fiz pra vida td https://t.co/hmgkrjlhkp
1,a cascata da coagulação não é para se saber: é para se ir revendo.
1,dia 23 é o dia pelo qual todos os ifgs esperam. rejubilem.
1,alguém consegue explicar a um ifg onde andam os médicos especialistas?
2,o que vale é que os ifgs estão nas enfermarias a segurar hospitais.
2,2022 começa e sai uma nova fornada de médicos internos de formação geral.
0,"vi o tio marcinho hj, o terror do morador de planaltina e estudante do ifg. se eu tiver que suportar isso esse ano vou me ver na obrigação de dar um surto"
0,provinha do ifg na domingueira seloco
1,gente será se o ifg volta msm presencial em março?
0,@louizsantoss o ifg jogou fora todos os meus croppeds
2,passei pelo planetário e quase caiu uma lagrimazinha de nostalgia do ifg e da ufg
0,rt @ldamyane: hoje eu passei meu dia pistola com essa notícia que saiu no diário da manhã.  eu sou coordenadora geral do diretório central dos estudantes do ifg e tô pistola então vou fazer uma thread sobre porque o ensino remoto não é questão de petiçãão online https://t.co/4tjjs5nxmn
2,@bibica_ripilica aaaaa que nostalgia. saudades ifg
2,@mari_palves que saudade do ifg menina  https://t.co/zwxljiwpzk
0,"falta so um pouco pra eu me arrepender de ter entrado no ifg, serio inteligência não vale a pena sem inteligência emocional ultra alta"
2,"obrigada a todos que acreditaram em mim pra eu me formar no ensino médio , adeus ifg"
0,@louizsantoss kkkkkkkkkkk só quem já foi aluno do ifg entende esse desespero
1,eu tenho conversado mais com a coordenação do ifg de itumbiara do que com qualquer outra pessoa kkkkkkkkkkkkkkk
0,"@imbranatoso amigo, uns 4 anos atras eu tive que dormir num convento que tinha virado casa paroquial. infernal aquilo ali, caguei de medo.  outra vez eu dormi no teatro ali do lado do ifg, que tem um convento la também do sto agostinho. mil barulhos e coisas acontecendo, um horror"
0,como que eu vou conciliar ifg com estágio do ifg com tarefa do ifg com trabalho de design com o curso caro de design e namoro?
0,eu abro a pág do ifg kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkaaaaaaaaaaaaakkkkkkkkkkk(( desespero
1,rt @jovxw: meu cabelo influencia em 90% na minha auto estima
0,"saibam q a dona dessa conta é hipócrita e todos os ex alunos do ifg q eu julguei que iam pra lá só pra ficar atoa, saibam q farei igual esse ano"
2,"amo que no ifg só vai poder renovar a matrícula com o comprovante das duas doses, os antivacina tão quase surtando"
0,saudades de quando o ifg tava de recesso
1,se acabei de prescrever 500 vacinas de covid? não menti.
1,"enquanto alguns ainda aproveitam as férias, outros já estão se preparando para o retorno as atividades e para o início das aulas. no ifg, já estamos nos preparando! alunos e servidores do ifg precisam apresentar o comprovante do ciclo vacinal completo contra a covid-19. https://t.co/neptakesnj"
0,não consigo entrar no ifg mobile
1,"alguém explique aos líderes a partidários portugueses que querem privatizar e destruir o sns que absolutamente ninguém - volto a repetir ninguém! - espera 4 anos por uma consulta de oncologia.   dizer estas coisas, desta forma, devia ser punível."
1,ifg voltas as aulas ai man
2,rt @joaosfn: tenho boas notícias para dar ao Emanuel que está há 4 anos espera de uma consulta de oncologia - pode estar descansado porque não é maligno.
1,"todos os anos entram novos ifg para o sns, porque são médicos acabados de sair da faculdade que ainda não têm autonomia dada pela ordem dos médicos."
1,not o antónio costa a voltar a usar os internos de formação de geral (ifg) para responder falta de médicos no sns
2,não acredito eu passei no ifg
2,relembrando meu primeiro ano no ifg e a alegria imensa que era ser caloura  https://t.co/jaryid4dau
1,rt @mafaldaaaa__: nas músicas dos wbg a melhor parte é sempre a do zara 
1,rt @josemdandrade: a expressão  confusão mental  faz-me sempre questionar se existe algum tipo de confusão que não seja mental
1,@yo_soy_dougras ifg campus formosa é a base
2,rt @djongaxcitou: eu me amo por tudo que superei em silêncio e sozinho.
2,rt @dianinha1811: fora os exames e frequências sou muito feliz na uni
0,ifg ta me matando eu qr férias
0,eu me se a unicamp me fizer voltar pra passar só 1 semana tendo aula e cancelar de novo eu vou cometer um crime de ódio
2,exatos 6 anos desde o resultado do ifg disparado um dos dias mais felizes da minha vida
1,rt @goncalo_cota: há mais médicos no tinder que no sistema nacional de saúde.
1,estou a rezar uma avé-gasimetria pelos que estou em su.
1,"então, mini-ifgs? como está a ser o vosso 2° fim de semana de internato?"
0,"o ifg simplesmente não quer que eu faça minhas atividades né, já que o moodle não abre, não sei pq n deixa pra atualizar esse trem no recesso"
0,@naclarabm esse pessoal que se acha inteligente e fica falando do ifg só quer atenção de milhõeskkkkkkkkkkkk duvido que se passarem um mês lá já vão pedir pra sair. 
1,"rt @joaomaiadias: @jpfpenedo e o número é muitas vezes a soma dos ifg, ifes e assistentes, pelo que cada pessoa entra 3 vezes para o sns"
0,"juro que n entendo essa galera falando do ifg sendo q nunca pisou lá, se lá é ruim e etc é só ficar quieto na porra da onde você estuda e n encher o saco de qm tá feliz da vida lá!"
0,cade o negócio de fazer matrícula ifg pelo amor deus
0,@abduljabbardo7 @antoniocostapm @sns_portugal ele conta literalmente os ifg como um médico especialista. farta deles
1,"@jpfpenedo e o número é muitas vezes a soma dos ifg, ifes e assistentes, pelo que cada pessoa entra 3 vezes para o sns"
2,as várias maneiras de que esse tuíte é uma loucura: 1. eu tenho um telescópio decente 2. tá chovendo eternamente 3. o ifg deixaria eu usar o telescópio se eu pedisse
1,eu vou invadir o ifg e pegar o telescópio pra usar ele pra observar o céu
1,é... tchau ifg?
2,"é incrível saber que isso é possível na instituição que faço parte com o adendo da ajuda de minha irmã formada e pós graduada em letras, tbm pelo ifg"
0,@edgarpmsimoes grave é ter sido encaixado numa resposta ao tema da falta de médicos de família. vai na volta e ainda são os ifg que vão salvar os cuidados de saúde primários...
1,"@jose__durao e ao menos desta vez só falou dos ifgs, que efectivamente são novos médicos a entrar. normalmente a narrativa é ifg + ife + recém-especialistas"
0,"fico troste em saber que o curso técnico em que me formei no ifg (e que basicamente me ensinou tudo que eu jamais precisei em programação) ser tornou em um curso técnico de manutenção de computadores kkkkkkkjj  a demanda vinha do meu tempo, de colegas que passavam em algoritmos"
0,"@nilsonnetto_ até hj o ifg n deu as caras ,para falar pra mim hein. tô revoltadissima"
0,não há nada como os atropelos a lei laboral que se cometem nos hospitais.
1,"@pattidutra ave maria. aqui no ifg onde trabalho temos mais 70% dos professores são doutores. uns não mencionam que são, outros ficam nessa onda também. não acho legal. o importante é o conteúdo da pessoa e não sua titulação."
0,"ai tô com ódio de ifg, de engenharia elétrica, de faculdade vou começar a jogar no bicho pra ficar rico"
1,no primeiro print eu quis dizer que elu fazia isso junto com a amg e sim tá errado 
1,@lhraubustt @ifg_goiania fazendo minha inscrição agora!!
0,não percebo as pessoas que com 65 mil casos diários continuam a ir sair a noite
0,agr entendo meus amigos do ifg que reclamava de algoritmo
2,tô amando dms essas treta das turma do ifg kkkkk
1,@ifg_goias alguém do grupo de engenharia de software - campus inhumas? gostaria de dar uma olhada na ementa do curso.  no site do ifg não consta nenhuma informação ainda.
0,@anapaulavolei @drpaulofaria22 obrigado. minha esposa faz graduação no @ifg_goias e estão exigindo o comprovante vacinal pra renovar a matrícula e meu filho estuda no @ifbnoticias e estão exigindo o comprovante para assistir as aulas. vamos agir contra essas arbitrariedades.
0,aiii ifg enfia o dedo dentro do cu e cheira!!! mas para de me encher o saco caraiiiii
2,saudades ifg eu no banheiro da escola  fazendo hora pra n voltar logo pra sala https://t.co/rbqpo2wy3p
2,@ifg_anapolis orgulho de ter sido aluno da kell! adorava microbiologia por conta dessa mulhe... comequepode kkkkk
0,se eu perder a cesta do ifg com alimentos da agricultura familiar de novo eu juro que sou capaz de entrar em depressão
0,eu não aguento mais o ifg
1,nada pode deixar um iac mais esfomeado que ver um leitão entrar inteiro no bar do hospital.
0,o ifg esta fazendo de tudo pra acabar com a minha vida
1,rt @lukefrito: ansiosa por ser iac e adquirir imediatamente superioridade moral em relação a todos os med students tipo que não acabei o curso
1,rt @margaridasp_: preciso de bronze
0,eu te odeio ifg eu te odeio
2,@ifg_anapolis prof. kellen é simplesmente maravilhosa! uma das mais incríveis que tive o prazer de ter como professora 
1,@ifg_goias e ainda querem voltar com aula presencial ???
0,é só estranho estar de férias nesta altura
0,rt @brazdudinja: as escolas estaduais iniciando seu ano letivo de 2022  e ele segue interminável indestrutível e inabalável  o ano letivo 
1,"e, para nós, uma instituição pública, estar na média não significa fama, mas sim colaborar na constituição de uma opinião pública qualificada, ao passo que ajudamos para a popularização da ciência."
0,@valxdares mais uma escrava do ifg
1,a @saresrs em 2017 no grêmio do ifg https://t.co/ntjyju8x1g
1,o tweet serve tanto pro if ifg quanto pro if instituto de física
1,quase perdi minha vaga no ifg pq não vi o e-mail comunicando que minha matricula na ufg estava ativa kkk rindo de nervoso
1,eu só queria que a ifg me falasse logo se passei e se vai voltar ao presencial pra que eu possa planejar minha páscoa em paz https://t.co/eona6pb4qt
0,"eu tenho medo do tipo de pessoa que eu vou lidar no ifg, honestamente, não sendo um bando de machista, racista ou/e homofóbico, eu supero"
0,"cada vez que vejo um funcionário hospitalar sem máscara, a trabalhar, apetece-me dar-lhe com uma cadeira nas trombas. custa assim tanto meter uma forma de proteção na cara que altera em zero o funcionamento da pessoa?"
0,adeus pro semestre mais difícil que já tive no ifg e pra esse ciclo básico chato p crl https://t.co/zqlishdknl
2,parabéns ao @ifg_goiania no ato de rematrícula pedir o comprovante de vacinação de covid 
0,pelo bem do meu cronograma o ifg precisa abrir a biblioteca ao público urgentemente
0,o dia que eu sair do ifg vou ser a pessoa mais feliz do mundo kk pior escola q ja estudei
0,nossa mais eu odeio o ifg sério eu tô no ponto de me matar naquela desgrama
1,@osmarterra @pedrohallal @ifg_goias tomando atitude arbitrária. https://t.co/j1hyio8wbx
1,rt @meguiizitaa: dia 14 não abro as redes sociais
1,só quero as férias com as minhas amigas
