polarity,text
1,"gnt vou contar um ngc pra vcs, eu passei no instituto federal em décimo lugar chutando metade da prova e assinando a resposta errada na hora de marcar o gabarito, ent fml da pra passar em qualquer bosta se vc saber chutar"
1,"isso mesmo, ele me traiu e no final foi ele que decidiu terminar. a errada era eu por apagar scraps. eu tinha 15 anos, ele 22. fiquei arrasada, humilhada e acabei repetindo de ano escola. estudávamos no mesmo lugar, era um instituto federal. eu fazia ensino médio e ele faculdade."
2,"eu acho muito engraçado que quando minha mãe fala com qualquer indivíduo que não sabe onde eu estudo, ela fala:  é que a minha filha estuda no if, o instituto técnico federal "
0,eu te odeio instituto federal
1,"os adultos da minha cidade são tipo: olha ele, tá perdido nas drogas, era um menino tão bom  e eu estudando no instituto federal e trabalhando em empresa milionária"
1,instituto federal deixa eu ir pra escola por uma semana só por favor
2,@anychazinho instituto federal é foda
1,"uma hora dessa eu ia tá decorando e ensaiando minhas falas pro artsophos, mas não, eu decidi fazer uma prova pra passar num instituto federal, agora tô aqui, querendo remuneração pra estágio, lutando por uma vaga e com um bilhão de trabalho pra fazer. mas graças a deus "
0,sem cabeça pra nada que envolva o instituto federal
0,"um total de zero caras felizes nesse instituto federal hj, gostei de ver"
1,@_inxubrabo eu sou o maior desgosto do instituto federal fluminense campus bom jesus do itabapoana amg
1,rt @gemeadepf: as vezes eu esqueço que pra fazer a faculdade eu tenho q passar no instituto federal primeiro e eu literalmente não tô me esforçando em nada pra isso acontecer
1,e vc filha da puta bota o instituto federal na justiça pra o processor voltar a ser pro prova https://t.co/rpdy5bsamq
0,"passei no instituto federal!!!!   isso foi a dois anos atrás, agora quero minha sanidade mental, saúde mental e vontade de viver de volta"
1,"@hyeonoom então eu tava no ssgundo até esse ano, porém eu passei no instituto federal, o if e ai eu tive que voltar pro primeiro  mas ta bom agora, ano passado e eu não estudei mesmo"
0,"querido instituto federal, o seu ensino está atrapalhando o meu desenvolvimento como fã, você poderia fazer o favor de deixar de ter aula pra mim poder acompanhar o show de um marmanjo de 27 anos que está fazendo show????"
1,negligenciei a instituição maléfica instituto federal campus feliz durante 72h e estou muito orgulhoso
1,passei no instituto federal mas e agr q q eu faço? 
0,instituto federal é vdd que você ainda vai me matar
2,aff queria ter voltado no tempo tentando estudar no instituto federal
1,minha escola só volta as aulas presenciais ano que vemkkkkk instituto federal ta cagando pro estado kkkjjj
2,obrigada instituto federal 
0,"@anydeinrt eu preciso de um histórico bom pra conseguir a vaga no instituto federal, fudeu"
0,"você sabia? para interpretar o papel de joker, joaquim phoenix estudou por um ano no instituto federal por ead"
0,"não é caso isolado não. no instituto federal de hortolândia tem vários professores desse naipe. a etec paulista da cidade também está lotada desse tipo.. e eles são covardes, e incitam e perseguem o aluno que ousar defender posições conservadoras, rotulando exatamente disso aí... https://t.co/qooiljvur7"
0,gente alunos de química do instituto federal de ciência e tecnologia do amapá fazendo campanha pro waldez tou chorando https://t.co/gmdwa0ytj9
1,"@complibertario n conheço esse. acontece q eu estudo em instituto federal e eles dão o office 365    de graça, então não vale a pena pra mim migrar pra outro, a n ser q seja de graça e igual ou melhor q o office"
1,rt @marciodajinsoul: fotos dessas privadas que existem no instituto federal do paraná https://t.co/hw5wxcrkej
1,@glaujeon eu pirava na carochinha kakakakakakakkakakaka meu sonho era ser pega pelo damon e o klaus kakkakakakakkakakaka era eu e minha soulmate sonhando acordada nos corredores do instituto federal com esses vampiros maléficos kakkakakakkakakakakaka
1,todo o meu apoio a  luta dos estudantes e servidores do instituto federal de são paulo!   ontem participei de ato pela manutenção da sede do sinasefe-sp e contra o reordenamento dos institutos federais. basta de perseguição política e ataques a  educação pública! https://t.co/rdbw0qww6r
1,"conclui meu ensino médio com técnico aos 16 anos no instituto federal, tirei +800 em mat. no meu 1° enem, consegui bolsa p 3 faculdades pro curso q eu sempre sonhei, escolhi em qual instituição eu queria estudar, com 22 vou tá formada... e sim, eu morro de inveja de vc amiga"
1,mais uma noite de pibid no instituto federal de naviraí.  #boanoite  #pibid  #ufms  #ciênciassociais em ifms campus naviraí https://t.co/yjumyoekvf
0,borel destilando ódio puro contra pessoas do instituto federal em minha dm.  que incrível que incrível
1,"@abitchmistress amg, se eu passei qualquer pessoa consegue kskskaksk (n estudo em ete mas é no instituto federal que é quase (se nao a mesma)  coisa"
1,"@padsmoonyn pública, instituto federal"
0,rt @j_livres: ato contra divisão do instituto federal de são paulo e contra o corte de bolsas https://t.co/qlyq9jgjjt
0,"@dwjailey me preparando pra estudar amanhã, essa vida de instituto federal tá me matando e você?"
2,"beleza e o heveraldo da tv ines (canal bilingue com todos os programas disponíveis para a comunidade surda) me seguiu?! simplesmente o homem mais fofo e didático para aprender libras no br de graça, meu primeiro curso de 90h do instituto federal do rs usava videos dele https://t.co/6fj0uwo1ui"
2,"instituto federal voltando com aulas  presenciais e eu muito feliz que só voltamos ano q vem,porém com medo pq provavelmente vamos morar na escola com o tanto de laboratório q vamos fazer."
0,"rt @matheusdomlb: o gedm é o principal grêmio do ifrn, não pode passar mais tempo desativado em meio a tantos ataques ao instituto federal! https://t.co/nwwpbzssaz"
0,[9/11 11:18]:estou a um ponto de trancar [9/11 11:18]: eu odeio o instituto federal do rio de janeiro [9/11 11:18]: agora eu entendo porque as pessoas trancam nos períodos finais [9/11 11:19]: conto os dias pra não precisar mais deles
1,@dudalover17 vou fazer uma brincadeirinha nesse tal de instituto federal
1,@s_ednem ele é super amigo dos meninos da agroecologia (curso mais  de humanas  que tinha no instituto federal que eu estudei)
0,"passei no instituto federal!!!!   isso foi a dois anos atrás, agora quero minha sanidade mental, saúde mental e vontade de viver de volta https://t.co/hdcftish7r"
2,"hmmm, instituto federal é diferenciado mesmo...  (ficou nada a ver mas tá valendo) https://t.co/eqsmeawojm https://t.co/w6hkdaclqd"
0,@magnusgoulart @mfriasoficial vc é tão gado quanto os q estão aqui. me impressiona como um professor de um instituto federal seja capacho de político e ideologia.
1,@dylanbuarque instituto federal kkkkkkkkkkkkkkkkkkkkkkkkkkk
1,"@nekscias três, esqueceu que sou estudante de instituto federal."
0,"grupo a péssima noticia, kevin estará no instituto federal quarta estou avisando caso queiram faltar!"
0,ta no instituto federal sendo burra desse jeito? lamentável di vrdd
2,"ai gnt, é sério, eu nunca vou parar de enaltecer e mostar pras pessoas o quanto a educação transforma. o instituto federal ter chegado a minha cidade e eu ter feito o ensino médio lá foi o maior divisor de águas da minha vida. e vou ser grato até o íltimo dia de minha vida."
1,@kissidani fiz o concurso do instituto federal e tô exatamente assim
0,meu deus eu *odeio* o instituto federal
2,"@uhsanc  você nunca vai entrar num instituto federal, vc não tem perfil de um aluno de lá , um ano dps passei em primeiro lugar cotista,   do jeito que vc tá estudando vc nunca vai passar no enem , agr  duas engenharias super dificeis e a agr faço engenharia informática em portugal"
2,eu falo um conjunto de coisas pq são quase todos os setores da minha vida que tá bleh eu acho que a única coisa em andamento legal é a questão acadêmica no instituto federal pq de resto...
0,"o alecrim dourado ocupa vaga na mesma faculdade que eu, passamos os dois pela mesma categoria de vaga mas jura que é o ser iluminado e todos os outros são burros e estão por mágica num instituto federal"
0,eu assim querendo fazer senai e instituto federal ano que vem......... e desisti dos dois k https://t.co/n1cukpc8zl
1,"@lwtcte eu estudo integral né? então ele não pode ficar aqui na casa do meu pai pq ficaria sozinho, daí meu irmão que estuda laaa no instituto federal que ainda ta em aula online cuida, só que ele tem que ficar na casa da minha mãe pq la que ta o computador"
2,já estudei em mais de 9 escolas e só o if incentivava a arte. obrigada instituto federal https://t.co/ctj4npjo5j
2,@fernandinhe_ eu penso em tentar entrar pro instituto federal tbm....
2,"fechando o domingo com a lembrança desse momento histórico. o primeiro passo para a construção de um sonho: o único instituto federal de educação indígena. vamos em frente, porque a semana que se inicia será de bênçãos e conquistas! https://t.co/stuo1mtsea"
1,@cachorrrinho instituto federal do amazonqs amr uma esvola de ensino superior
0,nao tem nada que eu odeie mais que o instituto federal sem or
1,@tsukykkj instituto federal se eu passa vou te o trem la curso técnico e o ensino médio dai
0,instituto federal ou etec é a dívida que me persegue
0,"o instituto federal antes de terminar com a saúde mental do aluno, humilha né? humilha mt"
0,"professor irresponsável do caramba, como uma pessoa dessa consegue emprego em instituto federal?"
1,@ricamconsult o escritório federal de estatística da alemanha é uma filial do instituto mr.
0,nossa como é difícil manter uma relação estudando no instituto federal   éé fia kkkkkkkk
1,"@wizichan instituto federal amg, eu ia fazer administração com o segundo grau :/"
1,@wizichan @rwartsuki nao sou ele mas acho q é instituto federal de algum lugar amg
2,"eu quero viver a emoção de estudar em um instituto federal faltando 2 meses pra me formar, quero recuperar td meu ensino médio. meus amigos que lutem sim"
0,preocupante eu conseguir identificar que ela estuda no instituto federal só com isso de informação https://t.co/kmskuklsgv https://t.co/r4cxnjk2ih
2,"e vamo de aprovação na pós graduação em educação para relações í‰tnicorracial, pelo instituto federal do pará. https://t.co/xmt7ddv3j1"
1,"@perfectcrysalis to fazendo eletroeletronica no instituto federal, mas sla, acho que vou fazer direito"
0,pq caralhas tem uma disciplina sobre tcc no 4° semestre instituto federal????????
0,passo mal com esse povo da minha sala que apoia o bolsonaro. a pessoa estuda num instituto federal e me vem defendendo esse podre
1,"@mrsairoo mas varia de curso,aí vai de cada cidade q  tiver  o instituto federal"
0,"sim instituto federal do paraná, tudo oq eu precisava era q vcs enchessem meu cu de atividade 1 semana antes do enem"
1,"@nanakkjk @t0ky0ngi instituto federal, é desse jeito  vc faloy"
1,@amaria_del apurar se não é estudante do instituto federal... tem jeito!
1,tinha que ser instituto federal https://t.co/17rgi4mgjc
1,rt @ruassanthony: vai ir para praia em janeiro? sim pra if (instituto federal)
2,"só vem formatura!!!!! guajara mirim, rondônia/brasil. ifro - instituto federal de ciencia e tecnologia de rondônia. @ifrondonia https://t.co/qqsvsftplo"
0,entro nessa rede social e não tem uma pessoa sequer que não esteja reclamando do instituto federal do espírito santo
0,"@alexaleluia aaah, se na minha época de instituto federal eu tivesse soltado os vídeos pela rede dos absurdos que vi  primeiro ano: aula de geografia, professora com broche do pt.só pra terem uma ideia do ambiente da paz."
0,instituto federal eu te odeio muito
1,eu sempre caindo no instituto federal para fazer enem 
0,@bangtangelz instituto federal ama ficar no meio do nada
0,o instituto federal me fez alcoolatra
1,@son_enderr instituto federal e vou ter q pegar um transporte de uma cidade pra outra 
1,"@perfextwalls ai olha, é um instituto federal ainda"
1,eu vendo que todo mundo que conheço pegou no instituto monselhor hipólito e só eu na universidade federal 
1,"ele ainda tem que resolver os caças, linha de crédito para angola,  instituto lula /guiné equatorial . vamos aguardar o exgeneral de nicolas maduro mostrar as provas . https://t.co/tudzsmd0du"
2,estude num instituto federal. https://t.co/1t80sazfv7
0,todo mundo voltando p escola e o instituto federal não deu um pio até agora que eu saiba
0,não aguento mais instituto federal de jataí ! não aguento mais !
1,"@chicopinto16 @maufalavigna que fica ao lado do instituto g. e histórico da bahia, ao lado do prédio q já foi sede da justiça federal e q o saudoso arx tourinho, meu professor na ufba, transformou na oab/ba. por sua vez, todos ficam próximos da igreja de n.s. da piedade, a uns 500 mts da biblioteca central!"
1,"mano a isabelly kkkkkkkkkk disse p mim q o crush famoso dela fazia facul aqui em cuiabá, aí eu entrei no insta do cara e quando fui ver na bio tava Agronomia- iftm q é o instituto federal do triângulo mineiro a emoção da gatah"
1,"agora deu mó medo de não passar na rede pública e nem no instituto federal, se eu não passar em nenhuma o que eu faço?? peço pra minha mãe pagar matrícula em escola privada???"
1,tipo um instituto federal mas é estadual kk
0,rt @alisinhodamata: o instituto federal devia era pagar auxilio terapia
1,"eu falando pros meus amigos não entrarem em médio integrado a curso técnico em instituto federal, e ao mesmo tempo participando de projeto de divulgação da escola e ensino pra outros guris indefesos kkkkkkk"
0,"vontade de largar essa merda de instituto federal, meu psicológico não aguenta mais tanta pressão"
0,"@annaluizaam_ é que eu vou fazer a prova pra estudar no if (instituto federal) mas esse ano eu nao aprendi quase nada. pra falar a vdd nem sei quando é a prova, porém eu to estudando todos os dias. por isso as vezes eu fico meio bleh pq acho que nao vou passar pq é muita coisa pra estudar."
0,"eu pensando q eu já tava de férias das aulas onlines, aí chega a professora no email ''o novo módulo começa dia 1, com o ensino remoto das anp's. beijos''   pqp instituto federal"
2,e o pessoal da direção do instituto federal do norte de mg que compraram meu livro bom dia
0,"fico triste ao ler respostas discursivas de alguns alunos do ensino público estadual e notar a defasagem gramatical em relação aos alunos do instituto federal ou algumas escolas particulares. embora não seja professora de português, vejo com pessimismo essas teorias que jogam"
0,estudar pra passar nesse instituto federal ainda vai me matar
0,será que esse ano eu passo na etec e no instituto federal e paro de ser uma imprestável?
2,"ruana melhor professora de matemática que eu já tive, simplesmente a maior daquele instituto federal"
0,"cheguei num ponto em que estou torcendo pros meus concorrentes no if (instituto federal) serem melhores que eu pra eu não passar eu tava com medo de não conseguir entrar, agora tô com medo de entrar e tomar bomba por ter estudado pouco na quarentena."
2,o edit10 deve ser a turma mais abençoada do instituto federal
0,td dia uma humilhacao diferente estudando no instituto federal n vejo a hr de mi livra
0,tema pro projeto integrador do ano que vem:  problemas psicológicos causados pelo instituto federal na mente dos estudantes 
2,"usei a letra da música introdução racional, do @originalsant, num trabalho realizado para o instituto federal. tirei 10,00 e ainda recebi o seguinte comentário da prof: trabalho muito bom. a vida é loka!. orgulho me define https://t.co/o62sg5dpd0"
2,"o ensino anitta eu concordo com você em quase tudo menos que o ensino público é uma bosta. o ensino público é extremamente complexo de sistema pra sistema, de escola pra escola, de cidade pra cidade.  no geral é isso aí maceta o biroliro https://t.co/nhtmlqncts"
0,namoral vai tomar no cu instituto federal eu quero que vc queime no fogo do inferno
1,@jeondasilva curso técnico de instituto federal amr
1,congresso do instituto federal baiano https://t.co/5fqabogwky
0,"nunca sejam líderes de classe, principalmente se for em um instituto federal"
0,"na minha turma do instituto federal, somente eu sei inglês, ler, compreender e falar.  nunca digam que todos tem oportunidade, viu?"
0,"@fifteenron @iigormag estudei a vida toda em escola pública, mas devido o câncer que tive n consegui terminar, mas acabei começando eja tecnicamente no instituto federal, a diferença entre as duas e que uma me dá total suporte com absolutamente tudo e trata de assuntos que realmente vão ser úteis+"
0,bom dia só pra quem tá a 1 passo de largar o instituto federal
0,nossa que delicia acordar em paz sem instituto federal... como a gente vivia sem rodízio????????
1,nunca pensei que minhas amizades seriam de nerdolas inteligentes do grupo de português do instituto federal o mundo não eh mais o mesmo
0,e a @ufmg e a @tv_ufpb sabe responder porque um negacionista científico anda palestrando na universidade? molion foi convidado para falar em universidades: o instituto de ciências agrárias da universidade federal de minas gerais (ufmg) e a universidade federal da paraíba (ufpb).
1,"@sat3rnana instituto federal, vc faz o ensino médio e o técnico. vem não, falei de meme, vai sofrer muito no if https://t.co/rm2qzisx6w"
1,fiz a solicitação de isenção do instituto federal agora é esperar as inscrições
0,final do ano vou fazer prova do instituto federal se eu passar o inferno de vida vai começar... nem sei o que vou fazer com o enem(mds  https://t.co/vhdkvouinm
1,instituto federal de guarulhos é na rua do shaanks mano pqp
2,"@stehdegan ve se no instituto federal ainda tá fazendo, pelo menos o de redação deve ter, recomendo"
2,alias obrigada por criar o instituto federal
1,@saori_thais o instituto federal e tb o colégio da policia militar
0,estudar em instituto federal é um porre
0,@tristineflora tu ainda n tá no ensino médio? dica p quando for fzr: não entre em instituto federal
2,"simplesmente instituto federal, simplesmente ele."
1,"é pq bauman é usado como um discurso coringa mesmo, todo mundo usa kkkkk não vou passar pq ainda tô terminando o curso técnico do instituto federal integrado"
0,"mlk to olhando a nota de corte de 2018 e eu quase entrei em medicina na universidade na federal. passei em direito, odontologia, literalmente todos os cursos comuns. aí larguei tudo pra fazer computação no instituto federal kkkkkkkkkkkkkkkkkkkkkkkk"
0,instituto federal me faliu
2,"mas eles focam em entrar em escolas que já possuem uma boa estrutura, como colégio militar ou instituto federal, que caso não tivesse cota, seria uma elitização do caralho."
0,"instituto federal... ainda nem me disseram se eu entrei, mas já quero dropar"
2,o cara pega a pontinha do ice berg (pela internet) e generaliza. eu estudo em uma universidade federal e a minha irmã em um instituto federal e posso garantir que a gente nunca ouviu falar dessa doutrinação comunista que ele tá falando.
0,pensando seriamente em dropar o curso no instituto federal
0,"minha mãe quer que eu entre no instituto federal,eu não tenho capacidade socorro"
1,"cabei de ver q o instituto federal de educação, ciência e tecnologia do ceará informou que o Concurso público para preenchimento de 181 vagas da instituição registrou 73 mil inscritos... um cara disse que isso mostrava o quanto as vagas são importante, mas parece desespero também"
2,minha maior meta agr: fazer meu ensino médio no instituto federal
0,o instituto federal devia era pagar auxilio terapia
0,"não é pra mim essas provas, fui péssima na do instituto federal e péssima no enem, vou fazer meus cursinho e isso"
2,"@luchofernandes2 @_makavelijones eu sou de instituto federal, muito bom, hoje sou de centro"
2,"@felipperegazio eu era  garoto da escola privada  a vida toda. acho que essa parte do convívio com vários grupos foi até bacana pra mim, não por contatos futuros no quesito trabalho, mas pra vivência mesmo.  hj eu acho q tentaria um curso técnico (instituto federal) ao invés de faculdade."
0,como assim eu vou ter que fazer uma prova pra passar no instituto federal? eu não sei nem o bísico direito  eu tô ferrada
1,sabiam que meu pai e autor do hino do instituto federal do para
0,eu acho inacreditável o tanto que o instituto federal fluminense odeia o técnico em química
0,usando tudo que aprendi no instituto federal no enem: colocar cola dentro de um pastel
0,vai tomar no cu instituto federal de ciência e tecnologia do rio grande do sul campus caxias do sul vai tomar no cu
0,esse instituto ganha uma puta grana do governo federal
2,"@eric_maia @jornaloglobo problema dele. aqui no brasil nós temos dados concretos do inpe, um instituto federal. https://t.co/xj7bsyuw2n"
0,"@gwilhermepolett no quadro  o grito   do pintor norueguês edvard munch, é possível observar o medo e a angústia retratados no personagem envolto por uma  atmosfera agonizante. na realidade atual, os estudantes do instituto federal sofrem na pele os sentimentos que munch refletiu em sua obra."
2,hoje tive uma longa ligação com um instituto federal pra dar um up na sala de tecnologia deles. faça seu trabalho seu zé 
0,eu fico vendo as publicações no grupo da faculdade e tenho a maior vontade de responder com deboche. ainda mais quando a publicação é de puxa saco falando que a atual gestão do instituto federal do rio de janeiro é a melhor que já existiu. amado?! 
0,"posso fazer nada se o terrível instituto federal está me matando e os únicos momentos em que não estou assistindo aula/fazendo trabalho/estudando pra prova, são os momentos em que estou pensando em su1c1di"
2,"para os que não sabem, eu fui aluno do instituto federal do maranhão e foi lá que descobri quem eu queria ser profissionalmente. cursei design de móveis e, numa turma de trinta alunos, havia alguém que se destacava: minha irmã, surda. +"
0,"@ravielfury fiz um concurso para contador (instituto federal). pasmem nível superior, apenas uma vaga quem passou acertou  94% da prova. logicamente não cheguei nem perto."
0,"eu voltando das tele de noite  01:01 morto de casado, pra ajudar foi embora pelo o instituto federal um louco simplesmente me sai sem dar um pisca nada e foge provavelmente bóª®­o   #sextoulanhado"
1,@urrfairy já ouvir falar em instituto federal? então né kkkkkkkkkkkkkkk
1,@jenkvcut instituto federal kkkkkkkkkkkkk vocês aí em sp tem um bem parecido
2,"@reflectionofeds eu penso muito em entrar no ines aqui de laranjeiras sabe, que é um instituto federal especializado em educação para surdos e dá libras para a comunidade, quando vi não tavam aceitando iniciantes e eu acho que comi mosca nas inscrições desse semestre, mas realmente quero aprender"
1,só quem estuda no instituto federal sabe como e
1,o instituto federal é assim kkkkkk https://t.co/ps8n7xexla
0,queria q instituto federal do rio grande do sul campus caxias do sul pegasse fogo
1,desabafo aki sobre o instituto federal
0,um mês de férias instituto federal? um mês??????
0,rt @cancerigeno_: ae instituto federal vai pra puta que te pariu que piada a direção dessa escola víƒo pro inferno
0,ae instituto federal vai pra puta que te pariu que piada a direção dessa escola víƒo pro inferno
1,ent o trabalho do meu pai tem convênio com esse colégio ai o trabalho dele que paga a mensalidade pq meu pai paga é material livro uniforme essas porra e o outro colégio que eu to é um instituto federal ent n precisa pagar mensalidade mas eu só tava indo pra aula do instituto
0,o instituto federal quer me enlouqueceeeeer
0,"ixi eu estudo em instituto federal né, tinha esquecido pq tô vivendo como se tivesse de férias"
0,os horários do igara ou instituto federal tao uma porra
1,@whobia me cheira a instituto federal
0,o instituto federal só me fode
1,"o governo federal ignora a vacina fabricada no instituto butantan, como se nunca tivesse precisado e começado a imunização de muitos brasileiros com a ajuda do governo de sp. bolsonaro não quer que a coronavac continue sendo aplicada no brasil por causa de capricho e inveja. https://t.co/agig9bom6x"
0,"se tem uma coisa q me arrependo todos os dias, com toda a crtza, é o instituto federal"
0,"o instituto federal está me obrigando a faltar na aula pra escrever meu tcc, pq só assim pra ter tempo"
0,se um dia eu tiver algum problema psiquiátrico ou psicológico é totalmente culpa do instituto federal da bahia
2,"dica para quem quer ser programador? por onde começar? (eu comecei a aprender a programar com 15 anos, quando entrei no ensino médio técnico no instituto federal)  vou te dizer como foi pra mim. comecei aprendendo o básico do básico https://t.co/nomeclnhfd"
0,mt foda isso de instituto federal do parana ne tipo enem dia 21 e o bimestre acaba dia 22 pq eles decidiram encurtar o ano letivo com a desculpa de entrar em faculdade mas veja bem como ifpr eu vou entrar em uma faculdade se eu to a semana toda fazendo trabalho de fim de bimestre
1,"o meu é instituto federal, pode se considerar pública certo?"
0,rt @_isacec: o instituto federal acaba com a saúde mental do aluno do ensino medio
0,o instituto federal acaba com a saúde mental do aluno do ensino medio
0,pq eu fui inventar de estudar no instituto federal?
2,que falta me faz um instituto federal catarinense
2,não adianta meu coração sempre vai ser do instituto federal
0,instituto federal o que eu fiz pra vcs me odiarem tanto???
2,eu fui aluno de instituto federal. que no governo dilma se multiplicou (abriu-se muitas vagas que no governo fhc haviam sido fechadas). sai com diploma de técnico em mecânica e trabalhei em multinacional. só aos 23 anos entrei na facul de eng. computação pelo prouni do lula.
0,"nota: é 'do', porque é instituto federal do paraná............."
0,@laviity pff n fala de if eu vivo if eu consumo if eu acordo pra fz lição do if eu durmo pensano nas lições de amanhã do if é tudo if sucumba instituto federal sucumba por favor
1,@laviity isso é alguma sigla louca ou c tá falando o instituto federal baiano? uaoisaoda
1,"@ludmilablue é o instituto federal, então é o ifro"
2,"fui medalhista na onc e dei uma entrevista pro jornal do ifpa, se vocês puderem ir lá ver eu agradeço de coração  instituto federal do pará https://t.co/5iwbm3kftl via @portalbrasil"
2,@obanwai kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk to passando mal amg eh a sigla do instituto federal
0,querem uma dieta que funciona mesmo? sejam alunos de instituto federal! alguns professores te fazem estudar tanto que você não tem tempo nem de comer 
2,"@hayanehayanehay kkkk agr está seguindo a familia, bem eu fazia ti em tempos de ensino médio no instituto federal, mas qnd estava no 3° ano desisti, e concluir o ensino médio através do enem, para fazer graduação em geografia. bem, se é a tua vocação desejo td sucesso do mundo para ti."
0,instituto federal a maior apologia pra insônia que existe
0,te vejo no instituto federal do caraio do espírito santo 
0,"maluco, me fala quando que uma porra dum policial federal entrou sem autorização na sala controlada do inep por ordem do ministí‰rio sem ninguí‰m do instituto autorizar em governos anteriores!?!?!  ou você não leu a matéria, ou você é burro, ou você tá discutindo de má-fé."
0,"instituto federal de alagoas campus maceiô, eu lhe odeio com cada átomo do meu ser, falta de organização da p***a, não tem 1 pingo de consideração com os alunos"
0,"se eu sumir, e ngm me achar, deixo aqui o motivo do meu sumiço: instituto federal. boa tarde."
2,"tô vendo o joão gomes na tv, cara de adolescente, todo tímido mesmo... ex estudante de instituto federal... virou um fenômeno de sucesso"
2,"o joão gomes falando do instituto federal, lenda!"
0,"a pouco tempo vimos o caso do instituto federal do ceará que devido a um tt de um aluno, o instituto foi exposto por um blog bolsonarista com acusações terríveis. devemos ter cuidado com o que falamos para que esses extremistas não utilizem dessas falas para desgatarem o if"
1,"e eu q tenho direito a dois auxílios pq estudo num instituto federal e não utilizo nenhum? gente eu preciso ficar mais atenta, vou correr atrás disso"
1,@hutaobaal oq é isso amor tem outro tipo de instituto federal em mg sem ser o ifmg?
1,alguém aí estuda no instituto federal?
1,"@alinemidlej fico pensando, porque o instituto butantã não fabrica vacinas para atender a África já que o federal não quer. poderia pegar angola 35.000 de habitantes daria um baita exemplo de humanidade. sei que não vão me responder, mais fica o desabafo. bj aline seu fan número 1 !!"
1,inscritos do instituto federal
2,"acho uma bosta isso de aluno de escola pública estadual ter q disputar vaga no sisu com aluno de instituto federal/etec. a maioria dos q tão lá são filhinho de papai q fizeram o fundamental em escola particular, sem contar q o ensino da federal é 1000x melhor"
0,"sô hoje eu entendo o significado de: entrar na federal é fácil, dificil sair.  e nem é por minha causa, é por falta de organização do instituto mesmo."
0,"eu não ligo se voce estuda no instituto federal que é uma escola super difícil e renomada, eu vou continuar reclamando da minha mesmo que ela caia os pedaços oxe, não precisa ficar passando na cara "
0,"@dimitrisanders_ instituto federal ne, so da vagabundo"
0,ora ora se não é o instituto federal tirando a minha paz interior
0,hoje é feriado no df mas o instituto sô segue o calendário federal secessão já!
0,que vontade de sumir desse instituto federal o qual diziam ser tão perfeito aaaaaa  #sairdoif #vouembora #naoqueromais
1,@pessotamateus mas meio que tem  o instituto federal....
1,"rt @tarloc12: ajudem o meu mano a ter condições de ter um pc, ele tem uma origem humilde e tem o sonho de ser streamer https://t.co/m0x9bâ€¦"
1,@anapaulavolei até um instituto federal exigindo o  comprovante de vacinação  para estudar lá... ou estou enganado?! @jairbolsonaro  @rconstantino @gfiuza_oficial. https://t.co/1qkmnhlvxd
1,@usagiminute o instituto federal de são paulo cuja sigla é ifsp q parece isfp
1,@yastdm ela falando instituto federal foi pra mim
0,instituto federal do triangulo mineiro vc esta me deixando dodôi da cabeça por favor para mds
0,o garoto de ensino médio de um instituto federal não sabe que a cor varia de acordo com a frequência
0,todo meu amor pelo curso presencial do ifes. agora a modalidade ead é uma desgraça. desorganização demais. vergonhoso um instituto federal oferecer algo assim.
2,"vendo a fazendinha so lembro da época do instituto federal onde eu fiz quase todos os setores da fruticultura, suíno, horti, caprino, aviário e tantos outros época tão boa rolava muito mas era gratificante. um dia vou ter meu sítio pra cuidar e reviver tudo."
2,@cemf_henri @dfive05 iniciei na primeira turma do meu curso (eng computação no instituto federal) e o curso já nasceu com a mesmíssima grade de cursos de 20+ anos
0,você já me encheu a paciência hoje instituto federal de são paulo
1,instituto federal vulgo segunda casa do estudante
1,fiz minha inscrição no sesi e no instituto federal aaa que nervoso pqp
0,agora bate um arrependimento por fazer a inscrição da prova do instituto federal
0,eu te odeio instituto federal do espírito santo
2,"ok, pode ser que eu nao tenha atingido a nota de corte pra usp, mas eu já consegui para o instituto federal!!!!!!!!!!! "
0,"o governador é comunista e declaradamente contrário ao gov. federal e a população do es, nos atrapalhando a ganhar nosso dinheiro na honestidade enquanto ele é tarado por propina. o iema sô serve pra atrasar nosso lado tb, vamos torcendo q d td certo"
1,@augustfucks gente?? kakakakaak eu aí  eu entrei no instituto federal em outubro e nas provas que eu fiz da escola normal eu sô tirei a cima de 9 ( amg eu me cobro muito sabe e é por isso que tiro boas notas
1,@kenm4rts estudo em instituto federal tbm?
1,@eotml tomamos ainda mais q eu fiz a inscrição no instituto federal 
1,"@ghostsscarol é coisa minha msm amg kskksksksksksk eu me inscrevi pro instituto federal daqui da minha cidade, amanhã sai os resultados"
0,@kokomisoul não ca agora é outro instituto federal ferramenta do diabo não me dá um tempo disso nunca
1,"@fabiofaria na minha cidade cascavel no paraná as aulas presenciais do instituto federal, não voltou ainda por causa do virus"
2,nada me deixa mais feliz today dq ser de exatas e estar cursando o técnico em química no instituto federal pra fazer um bom enem hoje jkkkk
1,"@gg_mont_ descobri o menino da fisk estuda no instituto federal, conhece a anaju da minha sala, também descobri que meu interesse não dura mais que 3 dias"
1,"@strxngermcu simm, isso e acho q foi a escola tmb.  saí de escola de cidade extremamente pequena pra um instituto federal em uma um tanto maior"
